ID,GPU,Index_cellphones,Index_fpt,Index_tgdd,Comment_count,Price,Rating,Rating_count,Series,Brand,cpu_brand,cpu_code,ram_size,storage_size,displ_size,displ_rate,Battery,OS,P/N,displ_resolution,hdmi,Release_year,Surface,Weight,backlit_keyboard,lan,length,ram_upgradable,screen_technology,sd_card,storage_extra_slot,storage_type,headphone_jack,thickness,type_c,usb_a,width,Availabe_in,GPU_brand
82,intel iris xe graphics,,,https://www.thegioididong.com/laptop/dell-xps-13-9310-i7-jgnh62?src=osp#top-tskt,17,59990000,,0,xps 13 9310 jgnh62,dell,intel,1165g7,16,512,13.4,60,,windows 10,jgnh62,3840 x 2400,no,2020,metal,1.27,yes,no,297,no,,yes,no,ssd,yes,14.35,yes,no,207,1,intel
83,nvidia geforce rtx 2070 max-q,,,https://www.thegioididong.com/laptop/hp-omen-15-ek0078tx-i7-26y68pa?src=osp#top-tskt,53,56990000,,0,omen 15 ek0078tx 26y68pa,hp,intel,10750h,16,1024,15.6,300,70.9,windows 10,26y68pa,1920 x 1080,yes,2020,carbon,2.36,yes,yes,357.9,yes,ips,yes,yes,ssd,yes,22.5,no,yes,239.7,1,nvidia
84,nvidia geforce rtx 3070,,,https://www.thegioididong.com/laptop/msi-gaming-leopard-gp76-11ug-i7-823vn?src=osp#top-tskt,0,52990000,,0,gaming leopard gp76 11ug 823vn,msi,intel,11800h,16,1024,17.3,300,65,windows 10,823vn,1920 x 1080,yes,2021,metal,2.9,yes,yes,397,yes,ips,yes,yes,ssd,yes,25.9,no,yes,284,1,nvidia
85,m1 8-core gpu,,,https://www.thegioididong.com/laptop/apple-macbook-pro-m1-2020-z11c000cj?src=osp#top-tskt,69,52990000,,0,macbook pro m1 2020,apple,apple,m1,16,1024,13.3,60,,mac os,z11c000cj,2560 x 1600,no,2020,metal,1.4,yes,no,304.1,no,ips,no,no,ssd,yes,15.6,yes,no,212.4,1,m1
86,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-9-14itl5-i7-82bg006evn?src=osp#top-tskt,30,46990000,2,1,yoga 9 14itl5 82bg006evn,lenovo,intel,1185g7,16,1024,14,60,60,windows 10,82bg006evn,3840 x 2160,no,2021,metal,1.37,yes,no,319.4,no,ips,no,no,ssd,yes,15.7,yes,yes,216.4,1,intel
87,nvidia quadro t500,,,https://www.thegioididong.com/laptop/hp-zbook-firefly-14-g8-i7-275w0av?src=osp#top-tskt,0,41590000,,0,zbook firefly 14 g8 275w0av,hp,intel,1165g7,16,1024,14,60,53,windows 10,275w0av,1920 x 1080,yes,2021,metal,1.35,yes,no,323,yes,ips,no,no,ssd,yes,17.9,yes,yes,214.6,1,nvidia
88,intel iris xe graphics,,,https://www.thegioididong.com/laptop/hp-elitebook-x360-830-g8-i7-3g1a4pa?src=osp#top-tskt,50,41290000,,0,elitebook x360 830 g8 3g1a4pa,hp,intel,1165g7,16,512,13.3,60,53,windows 10,3g1a4pa,1920 x 1080,yes,2021,metal,1.476,yes,no,307.6,no,ips,no,no,ssd,yes,17.8,yes,yes,205,1,intel
89,intel iris xe graphics,,,https://www.thegioididong.com/laptop/hp-envy-13-ba1031tu-i7-2k0b7pa?src=osp#top-tskt,57,33690000,,0,envy 13 ba1031tu 2k0b7pa,hp,intel,1165g7,16,1024,13.3,60,51,windows 10,2k0b7pa,1920 x 1080,no,2020,metal,1.236,yes,no,306.5,no,ips,yes,no,ssd,yes,16.9,no,yes,194.6,1,intel
90,nvidia geforce rtx 3050 ti,,,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r7-70258051?src=osp#top-tskt,45,33390000,,0,gaming g15 5515 70258051,dell,amd,5800h,16,512,15.6,120,56,windows 10,70258051,1920 x 1080,yes,2021,plastic,2.81,yes,yes,357.2,yes,va,no,no,ssd,yes,26.9,yes,yes,272.1,1,nvidia
91,nvidia geforce rtx 3060 max-q,,,https://www.thegioididong.com/laptop/msi-gf65-10ue-i7-228vn?src=osp#top-tskt,84,32490000,4.5,4,gaming gf65 10ue 228vn,msi,intel,10750h,16,512,15.6,144,51,windows 10,228vn,1920 x 1080,yes,2021,"metal, plastic",1.86,yes,yes,359,yes,ips,no,yes,ssd,yes,21.7,yes,yes,254,1,nvidia
92,nvidia geforce rtx 3060,,,https://www.thegioididong.com/laptop/asus-tuf-gaming-fx516pm-i7-hn023t?src=osp#top-tskt,294,32990000,,0,tuf gaming fx516pm hn023t,asus,intel,11370h,16,512,15.6,144,76,windows 10,hn023t,1920 x 1080,yes,2021,"metal, plastic",2,yes,yes,360,yes,ips,no,yes,ssd,yes,19.9,yes,yes,252,1,nvidia
93,nvidia geforce gtx 1650 ti,,,https://www.thegioididong.com/laptop/dell-inspiron-7501-i5-n5i5012w?src=osp#top-tskt,90,30490000,2,2,inspiron 7501 n5i5012w,dell,intel,10300h,8,512,15.6,60,56,windows 10,n5i5012w,1920 x 1080,yes,2020,metal,1.9,yes,no,356.1,yes,va,yes,yes,ssd,yes,18.9,yes,yes,234.5,1,nvidia
94,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k3500pc-i7-l1046t?src=osp#top-tskt,58,31990000,,0,vivobook pro 15 oled k3500pc l1046t,asus,intel,11370h,16,512,15.6,60,63,windows 10,l1046t,1920 x 1080,yes,2021,metal,1.65,yes,no,359.8,no,oled,yes,no,ssd,yes,19.9,yes,yes,235.3,1,nvidia
95,intel iris xe graphics,,,https://www.thegioididong.com/laptop/dell-latitude-3520-i7-70261780?src=osp#top-tskt,11,30990000,,0,latitude 3520 70261780,dell,intel,1165g7,8,512,15.6,60,41,windows 10,70261780,1920 x 1080,yes,2021,plastic,1.79,yes,yes,361,yes,va,yes,yes,ssd,yes,18,yes,yes,240.9,1,intel
96,nvidia geforce mx350,,,https://www.thegioididong.com/laptop/dell-inspiron-7400-i5-n4i5134w?src=osp#top-tskt,137,30490000,4,7,inspiron 7400 n4i5134w,dell,intel,1135g7,16,512,14,60,52,windows 10,n4i5134w,2560 x 1600,yes,2020,"metal, plastic",1.35,yes,no,321.7,no,ips,yes,no,ssd,yes,16.75,yes,yes,224.5,1,nvidia
97,nvidia geforce gtx 1650 ti,,,https://www.thegioididong.com/laptop/hp-pavilion-gaming-15-dk1159tx-i7-31j36pa?src=osp#top-tskt,140,28490000,5,1,pavilion gaming 15 dk1159tx 31j36pa,hp,intel,10750h,8,32,15.6,60,52.5,windows 10,31j36pa,1920 x 1080,yes,2021,plastic,2.23,yes,yes,360,yes,ips,yes,yes,ssd,yes,23.4,yes,yes,256,1,nvidia
98,intel uhd graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13iml05-i7-82as007cvn?src=osp#top-tskt,118,27990000,5,4,yoga duet 7 13iml05 82as007cvn,lenovo,intel,10510u,8,512,13,60,42,windows 10,82as007cvn,2160 x 1350,no,2020,metal,1.1683,yes,no,297.4,no,ips,yes,no,ssd,yes,9.19,yes,no,207.4,1,intel
99,nvidia geforce rtx 3060,,,https://www.thegioididong.com/laptop/gigabyte-gaming-g5-i5-5s11130sh?src=osp#top-tskt,30,29990000,,0,gaming g5 5s11130sh,gigabyte,intel,10500h,16,512,15.6,144,41,windows 10,5s11130sh,1920 x 1080,yes,2021,plastic,2.2,yes,yes,361,yes,ips,yes,yes,ssd,yes,24.9,yes,yes,258,1,nvidia
100,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/acer-nitro-5-an515-57-54af-i5-nhqensv004?src=osp#top-tskt,73,28990000,4.7,3,nitro 5 gaming an515 57 54af nh.qensv.004,acer,intel,11400h,16,512,15.6,144,57.5,windows 11,nh.qensv.004,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
101,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13itl6-i5-82ma000pvn?src=osp#top-tskt,10,28990000,,0,yoga duet 7 13itl6 82ma000pvn,lenovo,intel,1135g7,8,512,13,60,41,windows 10,82ma000pvn,2160 x 1350,no,2021,metal,1.1683,yes,no,297.4,no,ips,yes,no,ssd,yes,9.19,yes,no,207.4,1,intel
102,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-7-14itl5-i7-82bh00ckvn?src=osp#top-tskt,96,28990000,,0,yoga 7 14itl5 82bh00ckvn,lenovo,intel,1165g7,8,512,14,60,71,windows 10,82bh00ckvn,1920 x 1080,no,2020,metal,1.43,yes,no,320.4,no,ips,no,no,ssd,yes,17.7,yes,yes,214.6,1,intel
103,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/asus-vivobook-pro-15-oled-k3500pc-i5-l1045t?src=osp#top-tskt,45,28590000,5,4,vivobook pro 15 oled k3500pc l1045t,asus,intel,11300h,16,512,15.6,60,63,windows 10,l1045t,1920 x 1080,yes,2021,metal,1.65,yes,no,359.8,no,oled,yes,no,ssd,yes,19.9,yes,yes,235.3,1,nvidia
104,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-yoga-itl-i7-20we004evn?src=osp#top-tskt,48,27890000,,0,thinkbook 14s yoga itl 20we004evn,lenovo,intel,1165g7,8,512,14,60,60,windows 10,20we004evn,1920 x 1080,yes,2021,metal,1.5,yes,no,320,yes,ips,yes,yes,ssd,yes,16.9,yes,yes,216,1,intel
105,intel uhd graphics 620,,,https://www.thegioididong.com/laptop/acer-swift-sf5-i7-8565u-8gb-256gb-win10?src=osp#top-tskt,107,27990000,,0,swift 5 sf514 53t 720r nx.h7hsv.002,acer,intel,8565u,8,256,14,60,,windows 10,nx.h7hsv.002,1920 x 1080,yes,2018,"aluminum, magnesium",0.94,yes,no,329,no,ips,no,no,ssd,yes,14.9,yes,yes,228,1,intel
106,intel iris xe graphics,,,https://www.thegioididong.com/laptop/asus-zenbook-flip-ux363ea-i5-hp532t?src=osp#top-tskt,4,27990000,,0,zenbook flip ux363ea hp532t,asus,intel,1135g7,8,512,13.3,60,67,windows 10,hp532t,1920 x 1080,yes,2021,metal,1.3,yes,no,305,no,oled,no,no,ssd,yes,11.9,yes,yes,211,1,intel
107,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-gd51s1123sh?src=osp#top-tskt,3,26990000,,0,g5 gd-51s1123sh,gigabyte,intel,11400h,16,512,15.6,144,41,windows 10,gd-51s1123sh,1920 x 1080,yes,2021,plastic,2.2,yes,yes,361,yes,ips,yes,yes,ssd,yes,24.9,yes,yes,258,1,nvidia
108,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-57-50ft-i5-nhqd8sv003?src=osp#top-tskt,377,27490000,3.9,25,nitro 5 gaming an515 57 50ft nh.qd8sv.003,acer,intel,11400h,16,512,15.6,144,57,windows 10,nh.qd8sv.003,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
109,intel uhd graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-duet-7-13iml05-i5-82as007bvn?src=osp#top-tskt,81,25240000,3.3,11,yoga duet 7 13iml05 82as007bvn,lenovo,intel,10210u,8,512,13,60,42,windows 10,82as007bvn,2160 x 1350,no,2020,metal,1.1683,yes,no,297.4,no,ips,yes,no,ssd,yes,9.19,yes,no,207.4,1,intel
110,nvidia geforce mx350,,,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i7-70267062?src=osp#top-tskt,2,26490000,,0,inspiron 15 3511 70267062,dell,intel,1165g7,8,512,15.6,60,41,windows 10,70267062,1920 x 1080,yes,2021,plastic,1.73,no,no,359,yes,va,yes,yes,ssd,yes,19,no,yes,235.5,1,nvidia
111,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/gigabyte-g5-i5-51s1121sh?src=osp#top-tskt,24,26990000,,0,gaming g5 51s1121sh,gigabyte,intel,11400h,16,512,15.6,144,41,windows 10,51s1121sh,1920 x 1080,yes,2021,plastic,2.2,yes,yes,361,yes,ips,yes,yes,ssd,yes,24.9,yes,yes,258,1,nvidia
112,amd radeon rx 5500m,,,https://www.thegioididong.com/laptop/msi-gaming-bravo-15-b5dd-r7-278vn?src=osp#top-tskt,1,25490000,,0,gaming bravo 15 b5dd 278vn,msi,amd,5800h,8,512,15.6,60,52,windows 11,278vn,1920 x 1080,yes,2021,plastic,2.35,yes,yes,359,yes,ips,no,no,ssd,yes,24.95,yes,yes,259,1,amd
113,intel iris xe graphics,,,https://www.thegioididong.com/laptop/asus-zenbook-ux325ea-i5-kg538w?src=osp#top-tskt,0,24290000,,0,zenbook ux325ea kg538w,asus,intel,1135g7,8,512,13.3,60,67,windows 11,kg538w,1920 x 1080,yes,2021,metal,1.14,yes,no,304.2,no,oled,yes,no,ssd,no,13.9,yes,yes,203,1,intel
114,nvidia geforce gtx 1650,,,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-56-5256-i5-nhqbzsv005?src=osp#top-tskt,410,25990000,3.9,16,nitro 5 gaming an515 56 5256 nh.qbzsv.005,acer,intel,11300h,16,512,15.6,144,57.5,windows 10,nh.qbzsv.005,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,1,nvidia
115,nvidia geforce rtx 3050,,,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r5-p105f004agr?src=osp#top-tskt,150,24990000,,0,gaming g15 5515 p105f004agr,dell,amd,5600h,8,256,15.6,120,56,windows 10,p105f004agr,1920 x 1080,yes,2021,plastic,2.8,yes,yes,357.26,yes,va,no,no,ssd,yes,26.9,yes,yes,272.11,1,nvidia
116,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-g2-itl-i7-20va000mvn?src=osp#top-tskt,170,24990000,,0,thinkbook 14s g2 itl 20va000mvn,lenovo,intel,1165g7,8,512,14,60,56,windows 10,20va000mvn,1920 x 1080,yes,2020,metal,1.27,yes,no,322,no,ips,no,no,ssd,yes,14.9,yes,yes,207,1,intel
117,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-yoga-itl-i5-20we004cvn?src=osp#top-tskt,208,24790000,,0,thinkbook 14s yoga itl 20we004cvn,lenovo,intel,1135g7,8,512,14,60,60,windows 10,20we004cvn,1920 x 1080,yes,2021,metal,1.5,yes,no,320,yes,ips,yes,yes,ssd,yes,16.9,yes,yes,216,1,intel
118,amd radeon graphics,,,https://www.thegioididong.com/laptop/dell-inspiron-15-5515-r7-n5r75700u104w?src=osp#top-tskt,37,24290000,,0,inspiron 15 5515 n5r75700u104w,dell,amd,5700u,8,512,15.6,60,54,windows 10,n5r75700u104w,1920 x 1080,yes,2021,plastic,1.75,yes,no,356,yes,va,yes,no,ssd,yes,14.5,yes,yes,228.9,1,amd
119,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn?src=osp#top-tskt,163,23690000,2.7,12,thinkbook 14s g2 itl 20va000nvn,lenovo,intel,1135g7,8,512,14,60,56,windows 10,20va000nvn,1920 x 1080,yes,2020,metal,1.27,yes,no,322,yes,ips,no,no,ssd,yes,14.9,yes,yes,207,1,intel
120,intel iris xe graphics,,,https://www.thegioididong.com/laptop/dell-vostro-5410-i5-v4i5214w?src=osp#top-tskt,73,23690000,5,1,vostro 5410 v4i5214w,dell,intel,11320h,8,512,14,60,54,windows 10,v4i5214w,1920 x 1080,yes,2021,,1.44,yes,yes,321.2,yes,va,yes,no,ssd,yes,17.9,yes,yes,212.8,1,intel
121,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-14itl05-i5-82a300dpvn?src=osp#top-tskt,34,23990000,4.3,3,yoga slim 7 14itl05 82a300dpvn,lenovo,intel,1135g7,8,512,14,60,60.7,windows 10,82a300dpvn,1920 x 1080,yes,2021,metal,1.36,yes,no,320.6,no,ips,yes,no,ssd,yes,14.9,yes,yes,208.18,1,intel
122,nvidia geforce mx450,,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l30094vn?src=osp#top-tskt,112,23490000,,0,ideapad 5 pro 14itl6 82l30094vn,lenovo,intel,1135g7,8,512,14,60,56.5,windows 10,82l30094vn,2240 x 1400,yes,2021,metal,1.41,yes,no,312.2,no,ips,yes,no,ssd,no,17.99,yes,yes,221,1,nvidia
123,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14itl05-i7-82fe00knvn?src=osp#top-tskt,122,22990000,5,6,ideapad 5 14itl05 82fe00knvn,lenovo,intel,1165g7,8,512,14,60,44.5,windows 10,82fe00knvn,1920 x 1080,yes,2021,"metal, plastic",1.39,yes,no,321.57,no,ips,yes,no,ssd,yes,19.9,yes,yes,211.59,1,intel
124,amd radeon graphics,,,https://www.thegioididong.com/laptop/dell-vostro-5415-r5-v4r55500u015w?src=osp#top-tskt,40,21190000,,0,vostro 5415 v4r55500u015w,dell,amd,5500u,8,512,14,60,54,windows 10,v4r55500u015w,1920 x 1080,yes,2021,plastic,1.44,yes,yes,321.2,yes,va,yes,no,ssd,yes,17.9,yes,yes,212.8,1,amd
125,intel iris xe graphics,,,https://www.thegioididong.com/laptop/hp-15s-fq2556tu-i7-1165g7-46m24pa?src=osp#top-tskt,25,20290000,,0,15s fq2556tu 46m24pa,hp,intel,1165g7,8,512,15.6,60,41,windows 11,46m24pa,1920 x 1080,yes,2021,plastic,1.592,no,no,358.5,yes,ips,yes,no,ssd,yes,18,yes,yes,242,1,intel
126,intel iris xe graphics,,,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-g2-itl-i5-20vd003kvn?src=osp#top-tskt,187,20390000,3.6,13,thinkbook 14 g2 itl 20vd003kvn,lenovo,intel,1135g7,8,512,14,60,45,windows 10,20vd003kvn,1920 x 1080,yes,2020,metal,1.4,no,yes,323,yes,ips,yes,yes,ssd,no,17.9,yes,yes,218,1,intel
127,intel iris xe graphics,,,https://www.thegioididong.com/laptop/acer-aspire-a514-54-53t8-i5-nxa2asv006?src=osp#top-tskt,357,19990000,3,40,aspire a514 54 53t8 nx.a2asv.006,acer,intel,1135g7,8,1024,14,60,48,windows 10,nx.a2asv.006,1920 x 1080,yes,2021,"metal, plastic",1.46,yes,yes,328,yes,ips,no,yes,ssd,yes,17.95,yes,yes,223,1,intel
128,intel iris xe graphics,,,https://www.thegioididong.com/laptop/hp-15s-fq2559tu-i5-46m27pa?src=osp#top-tskt,974,17990000,3.6,72,15s fq2559tu 46m27pa,hp,intel,1135g7,8,512,15.6,60,41,windows 10,46m27pa,1920 x 1080,yes,2020,plastic,1.592,no,no,358.5,yes,ips,yes,no,ssd,yes,18,yes,yes,242,1,intel
129,intel iris xe graphics,,,https://www.thegioididong.com/laptop/hp-15s-fq2559tu-i5-1135g7-46m27pa?src=osp#top-tskt,12,18190000,,0,15s fq2559tu 46m27pa,hp,intel,1135g7,8,512,15.6,60,41,windows 11,46m27pa,1920 x 1080,yes,2021,plastic,1.592,no,no,358.5,yes,ips,yes,no,ssd,yes,18,yes,yes,242,1,intel
130,intel uhd graphics,,,https://www.thegioididong.com/laptop/asus-vivobook-a515ea-i3-bn1624t?src=osp#top-tskt,124,16490000,4,9,vivobook a515ea bn1624t,asus,intel,1115g4,8,512,15.6,60,42,windows 10,bn1624t,1920 x 1080,yes,2021,"metal, plastic",1.8,no,no,359,yes,ips,yes,yes,ssd,yes,17.9,yes,yes,235,1,intel
131,intel uhd graphics,,,https://www.thegioididong.com/laptop/hp-probook-440-g8-i3-51x01pa?src=osp#top-tskt,3,15390000,,0,probook 440 g8 51x01pa,hp,intel,1115g4,4,512,14,60,45,windows 10,51x01pa,1366 x 768,yes,2021,plastic,1.38,yes,yes,321.9,yes,,yes,no,ssd,yes,19.9,yes,yes,213.9,1,intel
132,amd radeon graphics,,,https://www.thegioididong.com/laptop/hp-245-g8-r5-53y22pa?src=osp#top-tskt,9,14990000,,0,245 g8 53y22pa,hp,amd,5500u,4,256,14,60,41,windows 10,53y22pa,1920 x 1080,yes,2021,plastic,1.47,no,yes,324,yes,ips,yes,no,ssd,yes,19.9,yes,yes,225.9,1,amd
133,intel uhd graphics,,,https://www.thegioididong.com/laptop/hp-probook-430-g8-i3-2h0n5pa?src=osp#top-tskt,131,14590000,,0,probook 430 g8 2h0n5pa,hp,intel,1115g4,4,256,13.3,60,45,windows 10,2h0n5pa,1366 x 768,yes,2020,metal,1.28,yes,no,306.9,yes,led,yes,no,ssd,no,15.9,yes,yes,208.4,1,intel
134,intel uhd graphics,,,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-eb638w?src=osp#top-tskt,9,14690000,,0,vivobook x415ea eb638w,asus,intel,1115g4,4,512,14,60,37,windows 11,eb638w,1920 x 1080,yes,2021,plastic,1.55,no,no,325.4,yes,ips,no,yes,ssd,yes,19.9,yes,yes,216,1,intel
135,intel uhd graphics,,,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i3-849vn?src=osp#top-tskt,393,14190000,4,20,modern 14 b11mou 849vn,msi,intel,1115g4,8,256,14,60,39,windows 10,849vn,1920 x 1080,yes,2021,metal,1.3,yes,no,319,yes,ips,yes,no,ssd,yes,18.1,yes,yes,219,1,intel
136,intel uhd graphics,,,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-bq994t?src=osp#top-tskt,1476,13890000,3.8,126,vivobook x515ea bq994t,asus,intel,1115g4,4,256,15.6,60,37,windows 10,bq994t,1920 x 1080,yes,2021,plastic,1.8,no,no,360.2,yes,ips,no,yes,ssd,yes,19.9,yes,yes,234.9,1,intel
137,intel uhd graphics,,,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14iml05-i3-81wa00hpvn?src=osp#top-tskt,561,13790000,3.4,40,ideapad 3 14iml05 81wa00hpvn,lenovo,intel,10110u,8,256,14,60,35,windows 10,81wa00hpvn,1920 x 1080,yes,2020,plastic,1.5,no,no,327.1,yes,ips,yes,yes,ssd,yes,19.9,no,yes,241,1,intel
138,intel uhd graphics,https://cellphones.com.vn/laptop-dell-vostro-3500-v5i3001w.html,3,,814,15394500,5,2,vostro v3500 v5i3001w,dell,intel,1115g4,8,256,15.6,60,45,windows 10,v5i3001w,1920 x 1080,yes,2021,plastic,1.98,yes,yes,368,yes,led,yes,yes,ssd,yes,19.9,yes,yes,249,2,intel
139,nvidia geforce rtx 3050 ti,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-57mx.html,12,,346,26124000,5,4,nitro gaming an515-57-57mx nh.qd9sv.002,acer,intel,11400h,8,512,15.6,144,57,windows 10,nh.qd9sv.002,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,led,no,yes,ssd,yes,23.9,yes,yes,255,2,nvidia
140,amd radeon graphics,https://cellphones.com.vn/laptop-dell-inspiron-3505-i3505-a542blk.html,15,,172,17494500,,0,inspiron n3505 2020,dell,amd,3450u,8,256,15.6,60,45,windows 10,2020,1920 x 1080,yes,,plastic,1.98,yes,yes,363.96,yes,va,yes,yes,ssd,yes,18,yes,yes,249,2,amd
141,intel iris xe graphics,https://cellphones.com.vn/laptop-lenovo-ideapad-5-15itl05.html,25,,343,18594500,5,1,ideapad slim 3 15itl6 82h80044vn,lenovo,intel,1135g7,8,512,15.6,60,45,windows 10,82h80044vn,1920 x 1080,yes,2021,plastic,1.65,yes,yes,359,yes,led,yes,yes,ssd,yes,19.9,yes,yes,237.7,2,intel
142,intel uhd graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg0541tu-4p5g8pa.html,30,,277,15844500,,0,pavilion 15 eg0509tu 46m08pa,hp,intel,1125g4,4,512,15.6,60,45,windows 10,46m08pa,1920 x 1080,yes,2021,plastic,1.68,yes,yes,360,yes,ips,yes,yes,ssd,yes,17.9,yes,yes,234,2,intel
143,nvidia geforce rtx 3050,https://cellphones.com.vn/laptop-hp-victus-16-e0175ax-4r0u8pa.html,35,,695,23879500,,0,gaming victus 16 e0175ax 4r0u8pa,hp,amd,5600h,8,512,16.1,144,200,windows 10,4r0u8pa,1920 x 1080,yes,2021,,2.46,yes,yes,369,yes,led,yes,yes,ssd,yes,23.5,yes,yes,262,2,nvidia
144,intel iris xe graphics,https://cellphones.com.vn/laptop-msi-prestige-14-evo-089vn.html,40,,149,28494500,,0,prestige 14evo a11m-089vn,msi,intel,1185g7,16,512,14,60,90,windows 10,089vn,1920 x 1080,yes,2020,metal,1.29,yes,yes,319,yes,,yes,yes,ssd,yes,15.9,yes,yes,219,2,intel
145,amd radeon graphics,https://cellphones.com.vn/aptop-dell-inspiron-15-3505-y1n1t2.html,44,,122,18994500,,0,inspiron n3505 y1n1t5,dell,amd,3500u,8,512,15.6,60,48,windows 10,y1n1t5,1920 x 1080,yes,2021,plastic,1.83,yes,yes,360,yes,led,yes,yes,ssd,yes,19.9,yes,yes,249,2,amd
146,amd radeon graphics,https://cellphones.com.vn/laptop-asus-vivobook-m513ua-l1221t.html,48,,741,18694500,5,2,vivobook m513ua-l1230t 90nb0tp2-m03440,asus,amd,5500u,8,512,15.6,60,42,windows 10,90nb0tp2-m03440,1920 x 1080,yes,2021,aluminum,1.8,yes,yes,360,yes,oled,yes,yes,ssd,yes,,yes,yes,235,2,amd
147,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-asus-tuf-gaming-fa506qm-hn016t.html,55,,110,31744500,,0,gaming tuf fa506qm-hn016t 90nr0606-m03570,asus,amd,5800h,16,512,15.6,144,90,windows 10,90nr0606-m03570,1920 x 1080,yes,2021,metal,2.39,yes,yes,359,yes,led,no,yes,ssd,yes,24.4,yes,yes,256,2,nvidia
148,nvidia geforce rtx 3060,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45-ryzen-7-vga-rtx-3060.html,56,,460,31019500,5,1,nitro gaming an515-45-r0b6 nh.qbcsv.001,acer,amd,5800h,8,512,15.6,144,57,windows 10,nh.qbcsv.001,1920 x 1080,yes,2021,plastic,2.2,yes,yes,363.4,yes,ips,no,yes,ssd,yes,23.9,yes,yes,255,2,nvidia
149,intel iris xe graphics,https://cellphones.com.vn/laptop-hp-pavilion-15-eg00504tu-46m00pa.html,59,,344,22349500,,0,pavilion 15 eg0504tu 46m00pa,hp,intel,1165g7,8,512,15.6,60,45,windows 10,46m00pa,1920 x 1080,yes,2021,plastic,1.68,yes,yes,360,yes,led,yes,yes,ssd,yes,17.9,yes,yes,234,2,intel
150,intel uhd graphics,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq1006t.html,60,,484,13594500,5,2,vivobook x515ea-bq1004t,asus,intel,1115g4,4,512,15.6,60,37,windows 10,x515ea-bq1004t,1920 x 1080,yes,2021,plastic,1.8,yes,yes,360,yes,led,no,yes,ssd,yes,19.9,yes,yes,235,2,intel
151,intel iris plus graphics,https://cellphones.com.vn/macbook-pro-13-touchbar-i5-2ghz-512gb-2020.html,66,,127,46999000,3,34,macbook pro 2020 touch bar,apple,intel,i5,16,512,13.3,60,58,mac os,mwp42sa/a,2560 x 1600,yes,2020,aluminum,1.4,yes,yes,304.1,yes,ips,no,yes,ssd,yes,15.6,yes,yes,212.4,2,intel
152,nvidia geforce rtx 2060,https://cellphones.com.vn/laptop-msi-gaming-gf65-thin-10ue-228vn.html,67,,19,38790000,,0,stealth gaming gs66 10se-407vn,msi,intel,10750h,16,512,15.6,60,,windows 10,,1920 x 1080,yes,,aluminum,2.1,no,yes,359,no,ips,no,no,ssd,no,21.7,yes,yes,254,2,nvidia
