,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch,url
109,Laptop Acer Nitro 5 Gaming AN515 56 5256 i5 11300H/16GB/512GB/4GB GTX1650/144Hz/Win10 (NH.QBZSV.005),25.990.000₫,3.9,16 đánh giá,335 bình luận|75 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,16 GB,DDR4 2 khe (1 khe 8GB + 1 khe 8GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Card rời|NVIDIA GeForce GTX 1650 4 GB|Card rời - NVIDIA GeForce GTX 1650 4 GB,"4-cell Li-ion, 57.5 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Acer ComfyView|LED Backlit|TFT|Tấm nền IPS,,DTS X:Ultra Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 363.4 mm - Rộng 255 mm - Dày 23.9 mm - Nặng 2.2 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/acer-nitro-5-gaming-an515-56-5256-i5-nhqbzsv005?src=osp#top-tskt
110,Laptop Dell Gaming G15 5515 R5 5600H/8GB/256GB/4GB RTX3050/120Hz/Win10 (P105F004AGR),24.990.000₫,,,127 bình luận|23 bình luận,AMD Ryzen 5|5600H|AMD Ryzen 5 - 5600H,6,12,3.30 GHz,Turbo Boost 4.2 GHz,16 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"Không hỗ trợ khe cắm HDD|Không hỗ trợ khe cắm SSD M2 mở rộng thêm|256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)","Card rời|NVIDIA GeForce RTX3050, 4 GB|Card rời - NVIDIA GeForce RTX3050, 4 GB","3-cell Li-ion, 56 Wh",15.6 inch,Full HD (1920 x 1080),120 Hz,Chống chói Anti Glare|WVA,,Nahimic Audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.2|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 357.26 mm - Rộng 272.11 mm - Dày 26.9 mm - Nặng 2.8 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/dell-gaming-g15-5515-r5-p105f004agr?src=osp#top-tskt
111,Laptop Lenovo ThinkBook 14s G2 ITL i7 1165G7/8GB/512GB/Win10 (20VA000MVN),24.990.000₫,,,137 bình luận|33 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 56 Wh",14 inch,Full HD (1920 x 1080),,100% sRGB|300 nits Glossy|Dolby Vision|Tấm nền IPS,,Dolby AudioPremium,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Công tắc khóa camera|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-g2-itl-i7-20va000mvn?src=osp#top-tskt
112,Laptop Lenovo ThinkBook 14s Yoga ITL i5 1135G7/8GB/512GB/Touch/Pen/Win10 (20WE004CVN),24.790.000₫,,,180 bình luận|28 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB onboard + 1 khe trống),3200 MHz,40 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,60Wh,14 inch,Full HD (1920 x 1080),,100% sRGB|Tấm nền IPS|Độ sáng 300 nits,Có,Dolby Audio|Sound by Dynaudio,"1 x USB 3.2|1 x USB 3.2 (Always on)|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C|USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bút cảm ứng|Bảo mật vân tay|Công tắc khóa camera,Có,Dài 320 mm - Rộng 216 mm - Dày 16.9 mm - Nặng 1.5 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-yoga-itl-i5-20we004cvn?src=osp#top-tskt
113,Laptop Dell Latitude 3520 i5 1135G7/8GB/256GB/Win10 (70251593),24.690.000₫,,,122 bình luận|18 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ thêm 1 khe cắm HDD SATA (nâng cấp tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek ALC3204,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 361 mm - Rộng 240.9 mm - Dày 18 mm - Nặng 1.79 Kg,Vỏ nhựa,Windows 10 Pro,2021,https://www.thegioididong.com/laptop/dell-latitude-3520-i5-70251593?src=osp#top-tskt
114,Laptop Dell Inspiron 3501 i7 1165G7/8GB/512GB/2GB MX330/OfficeH&S 2019/Win10 (70253898),24.590.000₫,4,3 đánh giá,162 bình luận|40 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (2 khe),3200 MHz,16 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,"Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 363.96 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.91 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-3501-i7-70253898?src=osp#top-tskt
115,Laptop Dell Inspiron 14 5410 i5 11320H/8GB/512GB/Office H&S2019/Win10 (P143G001ASL),24.490.000₫,,,21 bình luận|5 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 11320H,4,8,3.20 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB (2280) / 1TB (2230))",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,4-cell - 54 Wh Li-ion,14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED|WVA,,High Definition (HD) Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C (Power Delivery and DisplayPort),Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 321.3 mm - Rộng 212 mm - Dày 17.9 mm - Nặng 1.44 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-14-5410-i5-p143g001asl?src=osp#top-tskt
116,Laptop Dell Inspiron 15 5515 R7 5700U/8GB/512GB/Office H&S2019/Win10 (N5R75700U104W),24.290.000₫,,,36 bình luận|1 bình luận,AMD Ryzen 7|AMD Ryzen 7 - 5700U,8,16,1.80 GHz,Turbo Boost 4.3 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Card tích hợp - AMD Radeon Graphics,4-cell - 54 Wh Li-ion,15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Waves MaxxAudio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 356 mm - Rộng 228.9 mm - Dày 14.5 mm - Nặng 1.75 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-15-5515-r7-n5r75700u104w?src=osp#top-tskt
117,Laptop Asus ZenBook UX325EA i5 1135G7/8GB/512GB/OLED/Cáp/Túi/Win10 (KG363T),24.290.000₫,3.8,20 đánh giá,472 bình luận|74 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,LPDDR4X (On board),4267 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",13.3 inch,Full HD (1920 x 1080) OLED,60 Hz,100% DCI-P3|400 nits|OLED,,Audio by Harman/Kardon,1 x USB 3.2|2 x Thunderbolt 4 USB-C|HDMI,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Mở khóa khuôn mặt|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 304.2 mm - Rộng 203 mm - Dày 13.9 mm - Nặng 1.14 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-zenbook-ux325ea-i5-kg363t?src=osp#top-tskt
118,Laptop Lenovo ThinkBook 14s G2 ITL i5 1135G7/8GB/512GB/Win10 (20VA000NVN),23.690.000₫,2.7,12 đánh giá,137 bình luận|26 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),4266 MHz,8 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 56 Wh",14 inch,Full HD (1920 x 1080),,100% sRGB|300 nits Glossy|Dolby Vision|Tấm nền IPS,,Dolby AudioPremium,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|Thunderbolt 4 USB-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Công tắc khóa camera|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 322 mm - Rộng 207 mm - Dày 14.9 mm - Nặng 1.27 kg,Vỏ kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/lenovo-thinkbook-14s-g2-itl-i5-20va000nvn?src=osp#top-tskt
119,Laptop Dell Vostro 5410 i5 11320H/8GB/512GB/Office H&S2019/Win10 (V4I5214W),23.690.000₫,5,1 đánh giá,66 bình luận|7 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 11320H,4,8,3.20 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 54 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Waves MaxxAudio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,Micro SD,Bluetooth|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 321.2 mm - Rộng 212.8 mm - Dày 17.9 mm - Nặng 1.44 kg,,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-5410-i5-v4i5214w?src=osp#top-tskt
120,Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/8GB/512GB/Win10 (82A300DPVN),23.990.000₫,4.3,3 đánh giá,28 bình luận|6 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell, 60.7 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|300 nits Glossy|Tấm nền IPS,,Dolby Atmos|Stereo speakers,1 x USB 3.2|1 x USB 3.2 (Always on)|2 x Thunderbolt 4 USB-C|HDMI|Jack tai nghe 3.5 mm,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Bản lề mở 180 độ|Bảo mật vân tay|Mở khóa khuôn mặt|Tiêu chuẩn Nền Intel Evo|TPM 2.0,Có,Dài 320.6 mm - Rộng 208.18 mm - Dày 14.9 mm - Nặng 1.36 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/lenovo-yoga-slim-7-14itl05-i5-82a300dpvn?src=osp#top-tskt
121,Laptop Asus ZenBook UX425EA i5 1135G7/8GB/512GBCáp/Túi/Win10 (KI429T),23.990.000₫,2.8,43 đánh giá,620 bình luận|108 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,LPDDR4X (On board),4266 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 67 Wh",14 inch,Full HD (1920 x 1080),60 Hz,100% sRGB|400 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,Audio by Harman/Kardon,1 x USB 3.2|2 x Thunderbolt 4 USB-C|HDMI,Micro SD,Bluetooth 5.0|Wi-Fi 6 (802.11ax),Camera IR|HD webcam,Mở khóa khuôn mặt|Numberpad 2.0|Độ bền chuẩn quân đội MIL STD 810G,Có,Dài 319 mm - Rộng 208 mm - Dày 13.9 mm - Nặng 1.17 kg,Vỏ kim loại nguyên khối,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/asus-zenbook-ux425ea-i5-ki429t?src=osp#top-tskt
122,Laptop MSI Gaming Modern 14 B11SBU i5 1155G7/8GB/512GB/2GB MX450/Túi/Chuột/Win10 (669VN),22.990.000₫,,,43 bình luận|10 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 1155G7,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 (1 khe),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)","Card rời|NVIDIA GeForce MX450, 2 GB|Card rời - NVIDIA GeForce MX450, 2 GB","3-cell Li-ion, 39 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Công nghệ IPS,,Hi-Res Audio|Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 319 mm - Rộng 219 mm - Dày 16.9 mm - Nặng 1.3 Kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-gaming-modern-14-b11sbu-i5-669vn?src=osp#top-tskt
123,Laptop MSI Gaming GF63 Thin 10SC i7 10750H/8GB/512GB/4GB GTX1650 Max-Q/144Hz/Balo/Chuột/Win10 (480VN),22.990.000₫,3.3,35 đánh giá,501 bình luận|111 bình luận,Intel Core i7 Comet Lake|10750H|Intel Core i7 Comet Lake - 10750H,6,12,2.60 GHz,Turbo Boost 5.0 GHz,12 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz (Thông số thanh RAM được lắp trong máy),64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)","Card rời|GeForce GTX 1650 Max-Q Design, 4GB|Card rời - GeForce GTX 1650 Max-Q Design, 4GB","3-cell Li-ion, 51 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Chống chói Anti Glare|Công nghệ IPS,,Hi-Res Audio|Nahimic Audio,3 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,,Có,Dài 359 mm - Rộng 254 mm - Dày 21.7 mm - Nặng 1.86 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-gaming-gf63-thin-10sc-i7-480vn?src=osp#top-tskt
124,Laptop Lenovo Ideapad 5 Pro 14ITL6 i5 1135G7/8GB/512GB/2GB MX450/Win10 (82L30094VN),23.490.000₫,,,88 bình luận|24 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB (2280) / 512GB (2242))","Card rời|NVIDIA GeForce MX450, 2 GB|Card rời - NVIDIA GeForce MX450, 2 GB",56.5 Wh,14 inch,2.2K (2240x1400),60 Hz,100% sRGB|Chống chói Anti Glare|Công nghệ IPS|Độ sáng 300 nits,,Dolby Atmos,1 x USB 3.2|1 x USB 3.2 (Always on)|2 x USB Type-C (Power Delivery and DisplayPort)|HDMI,SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),Camera IR,Mở khóa khuôn mặt|TPM 2.0,Có,Dài 312.2 mm - Rộng 221 mm - Dày 17.99 mm - Nặng 1.41 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/lenovo-ideapad-5-pro-14itl6-i5-82l30094vn?src=osp#top-tskt
125,Laptop Dell Vostro 5510 i5 11300H/8GB/512GB/OfficeH&S 2019/Win10 (70253901),22.990.000₫,3.9,40 đánh giá,628 bình luận|94 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,32 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 54 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,LED Backlight|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C (Power Delivery and DisplayPort),SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-vostro-5510-i5-70253901?src=osp#top-tskt
126,Laptop Dell Inspiron 15 3511 i5 1135G7/8GB/512GB/2GB MX350/Office H&S/Win10 (70267060),22.990.000₫,,,9 bình luận|,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (2 khe),3200 MHz,16 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)","Card rời|NVIDIA GeForce MX350, 2 GB|Card rời - NVIDIA GeForce MX350, 2 GB","3-cell Li-ion, 41 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek ALC3204|Realtek Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 359 mm - Rộng 235.5 mm - Dày 19 mm - Nặng 1.73 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-15-3511-i5-70267060?src=osp#top-tskt
127,Laptop Dell Inspiron 15 5510 i5 11300H/8GB/256GB/Office H&S2019/Win10 (0WT8R1),22.990.000₫,3.5,4 đánh giá,185 bình luận|26 bình luận,Intel Core i5 Tiger Lake|Intel Core i5 Tiger Lake - 11300H,4,8,3.10 GHz,Turbo Boost 4.4 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 4GB + 1 khe 4GB),3200 MHz,32 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)",Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,"4-cell Li-ion, 54 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|LED Backlight|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay,Có,Dài 356 mm - Rộng 228 mm - Dày 17.9 mm - Nặng 1.75 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-15-5510-i5-0wt8r1?src=osp#top-tskt
128,Laptop Dell Inspiron 3501 i5 1135G7/8GB/512GB/2GB MX330/Office H&S2019/Win10 (70253897),22.490.000₫,3,2 đánh giá,103 bình luận|26 bình luận,Intel Core i5 Tiger Lake|1135G7|Intel Core i5 Tiger Lake - 1135G7,4,8,2.40 GHz,Turbo Boost 4.2 GHz,8 MB,8 GB,DDR4 (2 khe),3200 MHz,16 GB,SSD 512 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,"Card rời|NVIDIA GeForce MX330, 2 GB|Card rời - NVIDIA GeForce MX330, 2 GB","3-cell Li-ion, 42 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|WVA,,Realtek High Definition Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 2.0,SD,Bluetooth|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,,Không có đèn,Dài 363.96 mm - Rộng 249 mm - Dày 19.9 mm - Nặng 1.91 kg,Vỏ nhựa,Windows 10 Home SL + Office Home & Student 2019 vĩnh viễn,2021,https://www.thegioididong.com/laptop/dell-inspiron-3501-i5-70253897?src=osp#top-tskt
129,Laptop Lenovo IdeaPad 5 14ITL05 i7 1165G7/8GB/512GB/Win10 (82FE00KNVN),22.990.000₫,5,6 đánh giá,104 bình luận|18 bình luận,Intel Core i7 Tiger Lake|1165G7|Intel Core i7 Tiger Lake - 1165G7,4,8,2.80 GHz,Turbo Boost 4.7 GHz,12 MB,8 GB,DDR4 (On board),3200 MHz,Không hỗ trợ nâng cấp,SSD 512 GB NVMe PCIe|Không hỗ trợ khe cắm SSD M2 mở rộng thêm,Card tích hợp|Intel Iris Xe Graphics|Card tích hợp - Intel Iris Xe Graphics,44.5 Wh,14 inch,Full HD (1920 x 1080),,Chống chói Anti Glare|Tấm nền IPS|Độ sáng 300 nits,,Dolby Audio|High Definition (HD) Audio,"1 x USB 3.2|1 x USB 3.2 (Always on)|HDMI|Jack tai nghe 3.5 mm|USB Type-C (support data transfer, Power Delivery 3.0 and DisplayPort 1.2)",SD,Bluetooth 5.1|Wi-Fi 6 (802.11ax),HD webcam,Bảo mật vân tay|Công tắc khóa camera,Có,Dài 321.57 mm - Rộng 211.59 mm - Dày 19.9 mm - Nặng 1.39 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/lenovo-ideapad-5-14itl05-i7-82fe00knvn?src=osp#top-tskt
130,Laptop Asus TUF Gaming FX506LH i5 10300H/8GB/512GB/144Hz/4GB GTX1650/Win10 (HN002T),21.990.000₫,3.9,94 đánh giá,1.491 bình luận|226 bình luận,Intel Core i5 Comet Lake|10300H|Intel Core i5 Comet Lake - 10300H,4,8,2.50 GHz,Turbo Boost 4.5 GHz,8 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),2933 MHz,32 GB,SSD 512 GB NVMe PCIe|Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng,Card rời|NVIDIA GeForce GTX 1650 4 GB|Card rời - NVIDIA GeForce GTX 1650 4 GB,"3-cell Li-ion, 48 Wh",15.6 inch,Full HD (1920 x 1080),144 Hz,Tấm nền IPS|Chống chói Anti Glare,,DTS X:Ultra Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|LAN (RJ45)|USB 2.0|USB Type-C,,Bluetooth 5.0|Wi-Fi 6 (802.11ax),HD webcam,Đèn bàn phím chuyển màu RGB,Có,Dài 359 mm - Rộng 256 mm - Dày 24.9 mm - Nặng 2.3 kg,Vỏ nhựa - nắp lưng bằng kim loại,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/asus-uf-gaming-fx506lh-i5-hn002t?src=osp#top-tskt
