,title,price,rating,review_count,cmt_count,cpu_name,cpu_ncores,cpu_nthreads,cpu_basefreq,cpu_turbofreq,cpu_cache,ram_size,ram_type,ram_clock,ram_upgradable,storage,gpu,battery,displ_size,displ_resolution,displ_rate,displ_tech,displ_touchscreen,sound,ports,sd_card,wless_connect,webcam,special,backlight_key,weight_dims,surface,os,launch,url
177,Laptop Asus VivoBook X515EA i3 1115G4/8GB/256GB/Win11 (BQ1415W),14.690.000₫,,,30 bình luận|9 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 (On board +1 khe),3200 MHz,24 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 37 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,,Không có đèn,Dài 360 mm - Rộng 235 mm - Dày 19.9 mm - Nặng 1.8 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-bq1415w?src=osp#top-tskt
178,Laptop Asus VivoBook X415EA i3 1115G4/4GB/512GB/Win11 (EB638W),14.690.000₫,,,9 bình luận|,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 (On board 4GB +1 khe rời),3200 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 37 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Công nghệ IPS|LED Backlit,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 325.4 mm - Rộng 216 mm - Dày 19.9 mm - Nặng 1.55 kg,Vỏ nhựa,Windows 11 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-x415ea-i3-eb638w?src=osp#top-tskt
179,Laptop HP 240 G8 i3 1005G1/4GB/512GB/Win10 (519A8PA),13.590.000₫,,,42 bình luận|17 bình luận,Intel Core i3 Ice Lake|1005G1|Intel Core i3 Ice Lake - 1005G1,2,4,1.20 GHz,Turbo Boost 3.4 GHz,4 MB,4 GB,DDR4 (On board 4GB +1 khe rời),2666 MHz,16 GB,SSD 512 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS,,Stereo speakers,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-240-g8-i3-519a8pa?src=osp#top-tskt
180,Laptop MSI Modern 14 B11MOU i3 1115G4/8GB/256GB/Win10 (849VN),14.190.000₫,4,20 đánh giá,309 bình luận|84 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,8 GB,DDR4 2 khe (1 khe 8GB + 1 khe rời),3200 MHz,64 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 39 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Công nghệ IPS|LED Backlit,,Hi-Res Audio|Nahimic Audio,2 x USB 3.2|HDMI|Jack tai nghe 3.5 mm|USB Type-C,Micro SD,Bluetooth 5.1|Wi-Fi 6E (802.11ax),HD webcam,,Có,Dài 319 mm - Rộng 219 mm - Dày 18.1 mm - Nặng 1.3 kg,Vỏ kim loại,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/msi-modern-14-b11mou-i3-849vn?src=osp#top-tskt
181,Laptop Asus VivoBook X515EA i3 1115G4/4GB/256GB/Win10 (BQ994T),13.890.000₫,3.8,126 đánh giá,1.066 bình luận|410 bình luận,Intel Core i3 Tiger Lake|1115G4|Intel Core i3 Tiger Lake - 1115G4,2,4,3.00 GHz,Turbo Boost 4.1 GHz,6 MB,4 GB,DDR4 (On board +1 khe),3200 MHz,20 GB,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1TB)|Hỗ trợ khe cắm HDD SATA (nâng cấp tối đa 2TB)",Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 37 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|LED Backlit|Tấm nền IPS,,SonicMaster audio,1 x USB 3.2|2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|USB Type-C,,Bluetooth 4.1|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bảo mật vân tay,Không có đèn,Dài 360.2 mm - Rộng 234.9 mm - Dày 19.9 mm - Nặng 1.8 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/asus-vivobook-x515ea-i3-bq994t?src=osp#top-tskt
182,Laptop HP 340s G7 i3 1005G1/4GB/256GB/Win10 (240Q4PA),12.990.000₫,3.4,17 đánh giá,423 bình luận|107 bình luận,Intel Core i3 Ice Lake|1005G1|Intel Core i3 Ice Lake - 1005G1,2,4,1.20 GHz,Turbo Boost 3.4 GHz,4 MB,4 GB,DDR4 (2 khe),2666 MHz,16 GB,SSD 256 GB NVMe PCIe|Không hỗ trợ khe cắm HDD,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,Chống chói Anti Glare|Tấm nền IPS,,Loa kép (2 kênh)|Realtek High Definition Audio,2 x USB 3.1|HDMI|Jack tai nghe 3.5 mm|USB Type-C,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bảo mật vân tay,Không có đèn,Dài 324 mm - Rộng 225 mm - Dày 17.9 mm - Nặng 1.38 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/hp-340s-g7-i3-240q4pa?src=osp#top-tskt
183,Laptop Lenovo Ideapad 3 14IML05 i3 10110U/8GB/256GB/Win10 (81WA00HPVN),13.790.000₫,3.4,40 đánh giá,430 bình luận|131 bình luận,Intel Core i3 Comet Lake|10110U|Intel Core i3 Comet Lake - 10110U,2,4,2.10 GHz,Turbo Boost 4.1 GHz,4 MB,8 GB,DDR4 (On board 4GB +1 khe 4GB),2666 MHz,12 GB,SSD 256 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 35 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Tấm nền IPS|Chống chói Anti Glare,,High Definition (HD) Audio|Dolby Audio,Jack tai nghe 3.5 mm|2 x USB 3.2|HDMI|USB 2.0,SD,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,Bản lề mở 180 độ|Công tắc khóa camera,Không có đèn,Dài 327.1 mm - Rộng 241 mm - Dày 19.9 mm - Nặng 1.5 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/lenovo-ideapad-3-14iml05-i3-81wa00hpvn?src=osp#top-tskt
184,Laptop HP 240 G8 i3 1005G1/4GB/256GB/Win10 (519A7PA),12.690.000₫,3.7,7 đánh giá,134 bình luận|26 bình luận,Intel Core i3 Ice Lake|1005G1|Intel Core i3 Ice Lake - 1005G1,2,4,1.20 GHz,Turbo Boost 3.4 GHz,4 MB,4 GB,DDR4 (2 khe),2666 MHz,16 GB,SSD 256 GB NVMe PCIe,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"3-cell Li-ion, 41 Wh",14 inch,Full HD (1920 x 1080),60 Hz,250 nits|Chống chói Anti Glare|Tấm nền IPS,,Stereo speakers,2x SuperSpeed USB A|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB Type-C,,Bluetooth 4.2|Wi-Fi 802.11 a/b/g/n/ac,HD webcam,TPM 2.0,Không có đèn,Dài 324 mm - Rộng 225.9 mm - Dày 19.9 mm - Nặng 1.47 kg,Vỏ nhựa,Windows 10 Home SL,2021,https://www.thegioididong.com/laptop/hp-240-g8-i3-519a7pa?src=osp#top-tskt
185,Laptop Acer Aspire A315 56 308N i3 1005G1/4GB/256GB/Win10 (NX.HS5SV.00C),11.990.000₫,3.8,59 đánh giá,750 bình luận|197 bình luận,Intel Core i3 Ice Lake|1005G1|Intel Core i3 Ice Lake - 1005G1,2,4,1.20 GHz,Turbo Boost 3.4 GHz,4 MB,4 GB,DDR4 (On board +1 khe),2400 MHz,12 GB,SSD 256 GB NVMe PCIe|Hỗ trợ khe cắm HDD SATA,Card tích hợp|Intel UHD Graphics|Card tích hợp - Intel UHD Graphics,"2-cell Li-ion, 36.7 Wh",15.6 inch,Full HD (1920 x 1080),60 Hz,Acer ComfyView|LED Backlit|TFT,,Stereo speakers,2 x USB 2.0|HDMI|Jack tai nghe 3.5 mm|LAN (RJ45)|USB 3.1,,Bluetooth 5.0|Wi-Fi 802.11 a/b/g/n/ac,VGA Webcam,Bản lề mở 180 độ,Không có đèn,Dài 363.4 mm - Rộng 247.5 mm - Dày 19.9 mm - Nặng 1.7 kg,Vỏ nhựa,Windows 10 Home SL,2020,https://www.thegioididong.com/laptop/acer-aspire-a315-56-308n-i3-nxhs5sv00c?src=osp#top-tskt
186,Laptop Asus VivoBook X515MA N4020/4GB/256GB/Win11 (BR480W),,,,bình luận|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thegioididong.com/laptop/asus-vivobook-x515ma-n4020-br480w?src=osp#top-tskt
