sd_card,P/N,ram_upgradable,GPU,displ_rate,backlit_keyboard,Weight,thickness,width,length,screen_technology,Battery,OS,displ_resolution,Surface,displ_size,Price,comment_count,Rating_count,Rating,ram_size,cpu_code,cpu_brand,storage_size,storage_type,storage_extra_slot,Release_year,Brand,Series,usb_a,type_c,lan,headphone_jack,hdmi,url,1star,2star,3star,4star,5star
yes,82K1004YVN,yes,NVIDIA GeForce RTX 3050,120,yes,2.25,24.2,251.9,359.6,IPS,45,Windows 10,1920 x 1080,,15.6,23.690.000,15,1,5.0,8,11300H,Intel,512,SSD,yes,,Lenovo,IdeaPad,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ihu6-82k1004yvn.html,0,0,0,0,1
no,82K100FBVN,yes,NVIDIA GeForce RTX 3050,120,yes,2.25,24.2,251.9,359.6,IPS,45,Windows 10,1920 x 1080,plastic,15.6,26.990.000,9,0,,8,11370H,Intel,512,SSD,yes,,Lenovo,IdeaPad,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15ihu6-82k100fbvn.html,0,0,0,0,0
no,81Y400Y8VN,,NVIDIA GeForce GTX 1650Ti,60,yes,2.4,25.8,265,380,IPS,,Windows 10,1920 x 1080,plastic,15.6,20.590.000,136,2,5.0,8,10300H,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05.html,0,0,0,0,2
no,81Y400X0VN,yes,NVIDIA GeForce GTX 1650,120,yes,2.2,24.9,249.6,359,IPS,45,Windows 10,1920 x 1080,,15.6,19.160.000,307,1,5.0,8,10300H,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05-81y400x0vn.html,0,0,0,0,1
no,81Y400Y9VN,yes,NVIDIA GeForce GTX 1650Ti,120,,2.2,24.9,249.6,359,IPS,45,Windows 10,1920 x 1080,,15.6,22.290.000,92,0,,8,10750H,Intel,512,SSD,,,Lenovo,IdeaPad,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-gaming-3-15imh05-i7.html,0,0,0,0,0
no,81WD00VJVN,yes,Integrated Intel UHD,60,no,1.6,19.9,241,327.1,TN,35,Windows 10,1920 x 1080,plastic,14,10.490.000,42,0,,4,1005G,Intel,256,SSD,,,Lenovo,IdeaPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-ideapad-slim-3-14iil05.html,0,0,0,0,0
yes,82JW0037VN,yes,NVIDIA GeForce RTX 3050,165,yes,2.4,22.5,260.61,362.56,IPS,60,Windows 10,1920 x 1080,plastic,15.6,27.290.000,91,0,,8,5600H,AMD,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0037vn.html,0,0,0,0,0
yes,82JW0038VN,yes,NVIDIA GeForce RTX 3050,165,yes,2.4,22.5,260.61,362.56,IPS,60,Windows 10,1920 x 1080,plastic,15.6,29.410.000,76,0,,8,5800H,AMD,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-lenovo-legion-5-15ach6-82jw0038vn.html,0,0,0,0,0
no,82JK0037VN,yes,NVIDIA GeForce RTX 3050,165,yes,2.4,22.5,260.61,362.56,IPS,60,Windows 10,1920 x 1080,,15.6,32.990.000,0,0,,8,11800H,Intel,512,SSD,yes,,Lenovo,Gaming Legion,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-legion-5-15ith6-82jk0037vn.html,0,0,0,0,0
yes,82JQ001VVN,yes,NVIDIA GeForce RTX 3060,165,yes,2.45,21.7,260.4,356,IPS,80,Windows 10,2560 x 1600,aluminum,16,41.190.000,15,0,,16,5800H,AMD,512,SSD,yes,,Lenovo,Gaming Legion,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-legion-5-pro-16ach6h-82jq001vvn.html,0,0,0,0,0
no,82N60038VN,yes,NVIDIA GeForce RTX 3060,165,yes,,20.1,260,356,IPS,80,Windows 10,2560 x 1600,,16,49.990.000,5,0,,16,5800H,AMD,1024,SSD,,,Lenovo,Gaming Legion,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-legion-7-16achg6-82n60038vn.html,0,0,0,0,0
yes,82N60039VN,,NVIDIA GeForce RTX 3080,165,yes,2.5,20.1,260,360,IPS,80,Windows 10,2560 x 1600,plastic,16,76.490.000,0,0,,32,5900HX,AMD,1024,SSD,yes,,Lenovo,Gaming Legion,yes,yes,no,no,no,https://cellphones.com.vn/laptop-lenovo-legion-7-16achg6-82n60039vn.html,0,0,0,0,0
no,20V9002GVN,,Intel Iris Xe,60,,1.26,14.9,210,299,IPS,56,Windows 10,2560 x 1600,,13.3,21.990.000,33,1,4.0,8,1165G7,Intel,512,SSD,,,Lenovo,ThinkBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-thinkbook-13s-gen-2.html,0,0,0,1,0
yes,20VE0076VN,yes,Intel Iris Xe,60,no,1.7,18.9,235,357,IPS,,Windows 10,1920 x 1080,plastic,15.6,20.990.000,54,0,,8,1165G7,Intel,512,SSD,,,Lenovo,ThinkBook,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-lenovo-thinkbook-15-g2-itl-20ve0076vn.html,0,0,0,0,0
no,20WK00CUVA,,Intel Iris Xe,60,yes,1.29,18.19,217.06,305.8,IPS,41,Windows 10,2560 x 1600,,13.3,35.790.000,2,0,,8,1165G7,Intel,512,SSD,,,Lenovo,ThinkPad,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-thinkpad-x13-gen-2-20wk00cuva.html,0,0,0,0,0
yes,82ND0033VN,no,AMD Radeon,60,yes,1.31,17.01,206.8,308.1,IPS,60,Windows 10,1920 x 1080,aluminum,13.3,22.890.000,38,0,,8,5700U,AMD,512,SSD,,,Lenovo,Yoga,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-lenovo-yoga-6-13alc6-82nd0033vn.html,0,0,0,0,0
no,82FN0014VN,,Integrated AMD Radeon,60,,1.32,17.1,206.5,308.1,IPS,60,Windows 10,1920 x 1080,,13.3,19.490.000,63,3,5.0,8,4500U,AMD,512,SSD,,,Lenovo,Yoga,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-lenovo-yoga-6-13are05.html,0,0,0,0,3
no,82FN0052VN,,Integrated AMD Radeon,60,,1.32,17.1,206.5,308.1,IPS,60,Windows 10,1920 x 1080,,13.3,,60,1,4.0,8,4650U,AMD,512,SSD,,,Lenovo,Yoga,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-lenovo-yoga-6-13are05-ryzen-5-pro-4650u.html,0,0,0,1,0
yes,82A300A6VN,,Integrated Intel Iris Xe,60,,1.36,14.9,208.18,320.6,IPS,61,Windows 10,1920 x 1080,,14,26.490.000,13,0,,8,1165G7,Intel,512,SSD,yes,,Lenovo,Yoga,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7i-14itl5-82a300a6vn.html,0,0,0,0,0
no,82EV0016VN,no,Intel Iris Xe,60,yes,0,14.25,208.85,295.88,IPS,50,Windows 10,2560 x 1600,,13.3,26.640.000,56,0,,16,1135G7,Intel,512,SSD,,,Lenovo,Yoga,no,yes,no,no,no,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7i-carbon.html,0,0,0,0,0
no,82EV0017VN,no,Intel Iris Xe,60,yes,0,14.25,208.85,295.88,IPS,50,Windows 10,2560 x 1600,,13.3,31.660.000,24,0,,16,1165G7,Intel,1024,SSD,,,Lenovo,Yoga,no,yes,no,no,no,https://cellphones.com.vn/laptop-lenovo-yoga-slim-7i-carbon-i7-ssd-1tb.html,0,0,0,0,0
no,82D1004JVN,no,Intel Iris Xe,60,yes,1.29,13.9,200.9,318,IPS,64,Windows 10,3840 x 2160,aluminum,14,48.990.000,3,0,,16,1165G7,Intel,1024,SSD,,,Lenovo,Yoga,no,no,no,yes,no,https://cellphones.com.vn/laptop-lenovo-yoga-slim-9-14itl5-82d1004jvn.html,0,0,0,0,0
yes,V.AR52A5,,Intel Iris Plus,60,yes,0,16.8,209.8,323.4,IPS,72,Windows 10,1920 x 1080,aluminum,14,22.890.000,20,1,5.0,8,1035G7,Intel,256,SSD,,2020,LG,Gram,yes,no,yes,no,yes,https://cellphones.com.vn/laptop-lg-gram-14z90n-v-ar52a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-256gb-14inch.html,0,0,0,0,1
yes,V.AX55A5,no,Intel Iris Plus,60,yes,0,16.8,209.8,323.4,,72,FreeOS,1920 x 1080,aluminum,14,24.280.000,13,2,4.5,8,1035G7,Intel,512,SSD,,2020,LG,Gram,yes,no,yes,no,yes,https://cellphones.com.vn/laptop-lg-gram-14zd90n-v-ax55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-14inch.html,0,0,0,1,1
yes,V.AR55A5,yes,Intel Iris Plus,60,,1.12,16.8,225.3,357.6,,80,Windows 10,1920 x 1080,,15,29.080.000,8,0,,8,1035G7,Intel,512,SSD,,2020,LG,Gram,yes,no,yes,no,yes,https://cellphones.com.vn/laptop-lg-gram-15z90n-v-ar55a5-2020-chip-core-i5-1035g7-ram-8gb-ssd-512gb-15inch.html,0,0,0,0,0
yes,G.AH75A5,no,Intel Iris Xe,60,yes,1.35,17.8,260.1,380.2,IPS,80,Windows 10,2560 x 1600,,16,47.400.000,3,0,,16,1165G7,Intel,512,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-16-2021.html,0,0,0,0,0
yes,G.AX54A5,no,Intel Iris Xe,60,,1.19,17.8,260.1,380.2,IPS,80,Non-OS,2560 x 1600,,16,37.400.000,4,0,,8,1135G7,Intel,512,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-16-2021-i5-ram-8gb-free-os.html,0,0,0,0,0
yes,G.AH73A5,no,Intel Iris Xe,60,yes,1.19,16.8,243.4,355.9,IPS,80,Windows 10,2560 x 1600,,16,45.400.000,2,0,,16,1165G7,Intel,256,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-16-2021-ssd-256gb.html,0,0,0,0,0
yes,G.AH78A5,no,Intel Iris Xe,60,yes,1.35,17.8,260.1,380.2,IPS,80,Windows 10,2560 x 1600,aluminum,17,51.400.000,6,0,,16,1165G7,Intel,1024,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-17-2021.html,0,0,0,0,0
yes,G.AX71A5,no,Intel Iris Xe,60,,1.35,17.8,260.1,380.2,IPS,80,Non-OS,2560 x 1600,aluminum,17,41.400.000,8,0,,16,1165G7,Intel,256,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-256gb-free-os.html,0,0,0,0,0
yes,G.AH76A5,no,Intel Iris Xe,60,,1.35,17.8,260.1,380.2,IPS,80,Windows 10,2560 x 1600,,17,50.640.000,3,0,,16,1165G7,Intel,512,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-17-2021-ssd-512gb.html,0,0,0,0,0
yes,V.AH75A5,yes,Intel Iris Plus,60,yes,1.35,17.4,262.6,380.6,IPS,,Windows 10,2560 x 1600,,17,33.190.000,12,0,,8,1065G7,Intel,512,SSD,,2020,LG,Gram,yes,no,yes,no,yes,https://cellphones.com.vn/laptop-lg-gram-17z90n-v-ah75a5-2020-chip-core-i5-1065g7-ram-8gb-ssd-512gb-17inch.html,0,0,0,0,0
yes,G.AH75A5,no,Intel Iris Xe,60,yes,0,16.8,215.2,313.4,IPS,80,Windows 10,1920 x 1200,,14,44.400.000,0,0,,16,1165G7,Intel,512,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-2021.html,0,0,0,0,0
yes,G.AX56A5,no,Intel Iris Xe,60,no,0,16.8,215.2,313.4,IPS,80,FreeOS,1920 x 1200,,14,35.400.000,5,0,,16,1135G7,Intel,512,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-2021-i5-free-os.html,0,0,0,0,0
yes,G.AX51A5,no,Intel Iris Xe,60,,0,17.8,260.1,380.2,IPS,80,Non-OS,1920 x 1200,,14,33.210.000,2,0,,8,1135G7,Intel,256,SSD,,2021,LG,Gram,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-lg-gram-2021-i5-ram-8gb-ssd-256gb-free-os.html,0,0,0,0,0
yes,A4DEK-027VN,yes,AMD Radeon RX 5600M,144,yes,2.4,26.9,248,357.7,IPS,65,Windows 10,1920 x 1080,,15.6,27.990.000,19,0,,8,4800H,AMD,512,SSD,,,MSI,Gaming Alpha,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-alpha-15-a4dek.html,0,0,0,0,0
yes,B5DD-027VN,yes,AMD Radeon RX 5500M,144,yes,1.9,21.7,254,359,IPS,,Windows 10,1920 x 1080,plastic,15.6,21.190.000,171,2,5.0,8,5600H,AMD,512,SSD,,,MSI,Gaming Bravo,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-027vn.html,0,0,0,0,2
yes,028VN,yes,AMD Radeon RX 5500M,144,yes,1.9,21.7,254,359,IPS,,Windows 10,1920 x 1080,,15.6,23.990.000,73,1,5.0,8,5800H,AMD,512,SSD,,,MSI,Gaming Bravo,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-bravo-15-b5dd-028vn.html,0,0,0,0,1
yes,A10SDT,yes,NVIDIA GeForce GTX 1660Ti MaxQ,60,,2.1,18.3,248,358.3,IPS,99,Windows 10,1920 x 1080,,15.6,35.990.000,29,0,,16,10750H,Intel,512,SSD,yes,,MSI,Creator,yes,yes,no,no,no,https://cellphones.com.vn/laptop-msi-creator-15-a10sdt.html,0,0,0,0,0
yes,694VN,yes,NVIDIA GeForce RTX 3050Ti,60,yes,2.2,23.95,259,359,IPS,54,Windows 10,2560 x 1600,,16,38.990.000,3,0,,16,11800H,Intel,1024,SSD,,,MSI,Creator,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-creator-m16-a11ud-694vn.html,0,0,0,0,0
yes,218VN,yes,NVIDIA GeForce RTX 3060,120,yes,2.2,15.9,256,359,IPS,99,Windows 10,2560 x 1600,aluminum,16,63.990.000,0,0,,32,11900H,Intel,1024,SSD,yes,,MSI,Creator,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-msi-creator-z16-a11uet-218vn.html,0,0,0,0,0
yes,270VN,yes,AMD Radeon RX 5300M,144,yes,1.8,21.7,254,359,,,Windows 10,1920 x 1080,,15.6,19.090.000,255,7,4.428571428571429,8,4600H,AMD,256,SSD,yes,,MSI,Gaming Bravo,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-a4dcr.html,0,0,1,2,4
no,264VN,yes,AMD Radeon RX 5500M,144,yes,1.96,22,260,397,IPS,52,Windows 10,1920 x 1080,,15.6,24.390.000,0,0,,8,5800H,AMD,512,SSD,no,,MSI,Gaming Bravo,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-gaming-bravo-15-b5dd-264vn.html,0,0,0,0,0
no,020VN,yes,NVIDIA GeForce GTX 1650,144,yes,1.8,21.7,254,359,IPS,,Windows 10,1920 x 1080,,15.6,22.490.000,50,1,5.0,8,10750H,Intel,512,SSD,,,MSI,Gaming,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-10sc-020vn.html,0,0,0,0,1
yes,468VN,yes,NVIDIA GeForce GTX 1650 MaxQ,144,yes,1.86,,,,IPS,51,Windows 10,1920 x 1080,plastic,15.6,20.490.000,218,0,,8,10500H,Intel,512,SSD,,,MSI,Gaming,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-msi-gaming-gf63-thin-10sc-468vn.html,0,0,0,0,0
no,228VN,yes,NVIDIA GeForce RTX 3060,60,yes,1.8,21.7,254,359,IPS,,Windows 10,1920 x 1080,aluminum,15.6,30.590.000,19,0,,16,10750H,Intel,512,SSD,yes,,MSI,Gaming,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-gaming-gf65-thin-10ue-228vn.html,0,0,0,0,0
yes,286VN,yes,NVIDIA GeForce RTX 3060,144,yes,1.86,21.7,254,359,IPS,51,Windows 10,1920 x 1080,plastic,15.6,27.990.000,39,1,5.0,16,10500H,Intel,512,SSD,,,MSI,Gaming,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-msi-gaming-gf65-thin-10ue-286vn.html,0,0,0,0,1
yes,056VN,yes,NVIDIA GeForce GTX 1650Ti,144,yes,2.6,28,272,398.5,IPS,41,Windows 10,1920 x 1080,,17.3,21.390.000,181,6,4.0,8,10200H,Intel,512,SSD,,,MSI,Gaming Leopard,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-msi-gaming-gl75-leopard-10scsk-056vn.html,0,0,2,2,2
no,280VN,yes,NVIDIA GeForce RTX 3070,240,yes,2.6,27.5,268.5,397,,65,Windows 10,1920 x 1080,,17.3,49.990.000,2,0,,16,11800H,Intel,1024,SSD,,,MSI,Gaming Leopard,yes,no,no,no,yes,https://cellphones.com.vn/laptop-msi-gaming-gp76-leopard-11ug-280vn.html,0,0,0,0,0
yes,200VN,,NVIDIA GeForce RTX 3060,300,,2.1,18.3,248,358.3,,100,Windows 10,1920 x 1080,,15.6,51.990.000,2,0,,16,10870H,Intel,2048,SSD,,,MSI,Gaming Leopard,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-gaming-gs66-stealth-10ue-200vn.html,0,0,0,0,0
yes,641VN,yes,NVIDIA GeForce RTX 3050,144,yes,2.1,24.9,259,359,IPS,54,Windows 10,1920 x 1080,plastic,15.6,28.790.000,7,0,,8,11800H,Intel,512,SSD,no,,MSI,Gaming Katana,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-msi-katana-gf66-11uc-641vn.html,0,0,0,0,0
no,096VN,yes,NVIDIA GeForce RTX 3050,144,yes,2.3,25.2,273,398,IPS,54,Windows 10,1920 x 1080,,17.3,28.390.000,14,0,,8,11800H,Intel,512,SSD,,,MSI,Gaming Katana,yes,yes,yes,no,no,https://cellphones.com.vn/laptop-msi-katana-gf76-11uc-096vn.html,0,0,0,0,0
yes,668VN,,NVIDIA GeForce MX450,60,yes,1.3,16.9,219,319,IPS,52,Windows 10,1920 x 1080,plastic,14,21.990.000,7,0,,8,1155G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-14-14-b11sbu-668vn.html,0,0,0,0,0
yes,605VN,yes,Intel UHD,60,yes,1.3,15.9,222,322,IPS,,Windows 10,1920 x 1080,,14,13.830.000,113,0,,8,10110U,Intel,256,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-605vn.html,0,0,0,0,0
yes,646VN,yes,Intel UHD,60,yes,1.3,16.9,220.2,319,IPS,39,Windows 10,1920 x 1080,plastic,14,17.490.000,11,0,,8,10210U,Intel,512,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-646vn.html,0,0,0,0,0
yes,647VN,yes,Intel UHD,60,yes,1.3,16.9,220.2,319,IPS,39,Windows 10,1920 x 1080,plastic,14,19.790.000,72,0,,8,10510U,Intel,512,SSD,no,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b10mw-647vn.html,0,0,0,0,0
yes,294VN,yes,Intel Iris Xe,60,yes,1.3,16.9,219,319,IPS,39,Windows 10,1920 x 1080,aluminum,14,21.490.000,69,0,,8,1165G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11mo-294vn.html,0,0,0,0,0
yes,460VN,yes,Intel Iris Xe,60,yes,1.3,16.9,219,319,IPS,39,Windows 10,1920 x 1080,plastic,14,21.490.000,18,0,,8,1165G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11mo-460vn.html,0,0,0,0,0
no,848VN,yes,Intel Iris Xe,60,yes,1.3,15.9,222,322,IPS,50,Windows 10,1920 x 1080,,14,21.490.000,5,0,,8,1195G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-848vn.html,0,0,0,0,0
no,851VN,yes,Intel UHD,60,yes,1.3,16.9,219,319,IPS,39,Windows 10,1920 x 1080,,14,14.790.000,88,2,5.0,8,1115G4,Intel,256,SSD,,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11mou-851vn.html,0,0,0,0,2
yes,,yes,NVIDIA GeForce MX450,60,,1.3,16.9,219,319,,52,Windows 10,1920 x 1080,,14,20.790.000,117,1,5.0,8,1135G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11sb.html,0,0,0,0,1
yes,,yes,NVIDIA GeForce MX450,60,,1.3,16.9,219,319,,52,Windows 10,1920 x 1080,,14,,0,0,,8,1135G7,Intel,512,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b11sb-cu-dep.html,0,0,0,0,0
no,290VN,yes,,60,,1.3,15.9,222,322,IPS,36,Windows 10,1920 x 1080,,14,13.490.000,50,1,5.0,8,4300U,AMD,256,SSD,,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b4mw-029vn.html,0,0,0,0,1
yes,014VN,yes,AMD Radeon,60,yes,1.3,16.9,220.2,319,IPS,39,Windows 10,1920 x 1080,,14,16.690.000,90,0,,8,5500U,AMD,512,SSD,no,,MSI,Modern,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-modern-14-b5m-014vn.html,0,0,0,0,0
no,064VN,yes,AMD Radeon,60,yes,1.3,16.9,220.2,319,IPS,39,Windows 10,1920 x 1080,,14,16.990.000,35,0,,8,5500U,AMD,512,SSD,,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-14-b5m-064vn.html,0,0,0,0,0
yes,678VN,yes,Intel Iris Xe,60,yes,1.6,16.9,233.75,356.8,IPS,52,Windows 10,1920 x 1080,aluminum,15.6,18.790.000,22,0,,8,1155G7,Intel,512,SSD,yes,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-15-a11m-678vn.html,0,0,0,0,0
yes,684VN,yes,Intel Iris Xe,60,yes,1.6,16.9,233.75,356.8,IPS,52,Windows 10,1920 x 1080,plastic,15.6,18.190.000,105,1,4.0,8,1155G7,Intel,512,SSD,yes,,MSI,Modern,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-modern-15-a11m-684vn.html,0,0,0,1,0
no,604VN,no,Intel Iris Xe + NVIDIA GeForce GTX1650,60,,1.29,,,,IPS,52,Windows 10,1920 x 1080,,14,31.760.000,22,0,,16,1185G7,Intel,512,SSD,,,MSI,Prestige,yes,no,no,yes,no,https://cellphones.com.vn/laptop-msi-prestige-14-a11scx-604vn.html,0,0,0,0,0
yes,089VN,no,Intel Iris Xe,60,,1.3,16,214,318,,52,Windows 10,1920 x 1080,,14,27.890.000,72,0,,16,1185G7,Intel,512,SSD,,,MSI,Prestige,yes,no,no,yes,no,https://cellphones.com.vn/laptop-msi-prestige-14-evo-089vn.html,0,0,0,0,0
yes,206VN,,Intel Iris Xe,60,,1.29,15.9,219,319,,52,Windows 10,1920 x 1080,,14,22.490.000,78,0,,8,1135G7,Intel,512,,,,MSI,Prestige,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-prestige-14-evo-206vn.html,0,0,0,0,0
no,209VN,yes,NVIDIA GeForce GTX 1650,60,,1.69,16.9,233.7,356.8,,82,Windows 10,1920 x 1080,,15.6,32.410.000,30,0,,16,1185G7,Intel,512,SSD,yes,,MSI,Prestige,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-209vn.html,0,0,0,0,0
no,210VN,,NVIDIA GeForce GTX 1650,60,yes,1.69,16.9,233.7,356.8,,82,Windows 10,3840 x 2160,aluminum,15.6,43.990.000,0,0,,32,1185G7,Intel,1024,SSD,,,MSI,Prestige,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-210vn.html,0,0,0,0,0
no,282VN,no,Intel Iris Xe + NVIDIA GeForce GTX1650,60,,1.29,15.9,219,319,IPS,52,Windows 10,1920 x 1080,,14,29.990.000,6,0,,8,1185G7,Intel,512,SSD,,,MSI,Prestige,yes,no,no,yes,no,https://cellphones.com.vn/laptop-msi-prestige-15-a11scx-282vn.html,0,0,0,0,0
yes,211VN,no,Intel Iris Xe,60,yes,1.35,14.9,222.25,300.2,IPS,70,Windows 10,1920 x 1200,,13.4,37.990.000,0,0,,16,1185G7,Intel,1024,SSD,,,MSI,Summit,yes,yes,no,yes,no,https://cellphones.com.vn/laptop-msi-summit-e13-flip-evo-a11mt-211vn.html,0,0,0,0,0
yes,030VN,no,NVIDIA GeForce RTX 3050,60,yes,1.9,16.85,257.8,358.6,IPS,82,Windows 10,2560 x 1080,,16,,2,0,,16,1195G7,Intel,1024,SSD,no,,MSI,Summit,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-msi-summit-e16-flip-a11uct-030vn.html,0,0,0,0,0
no,,,7 GPU,60,yes,1.29,16.1,212.4,304.1,IPS,50,macOS,2560 x 1600,aluminum,13.3,27.500.000,627,11,4.636363636363637,8,,Apple,256,SSD,,2020,Apple,MacBook Air,yes,no,no,no,no,https://cellphones.com.vn/macbook-air-2020-m1.html,0,0,0,4,7
no,,,7 GPU,60,,1.29,16.1,212.4,304.1,IPS,50,macOS,2560 x 1600,,13.3,33.990.000,83,1,5.0,16,,Apple,256,SSD,,2020,Apple,MacBook Air,yes,no,no,no,no,https://cellphones.com.vn/macbook-air-2020-m1-16gb.html,0,0,0,0,1
no,,,8 GPU,60,,1.29,16.1,212.4,304.1,IPS,50,macOS,2560 x 1600,,13.3,39.500.000,14,0,,16,,Apple,512,SSD,,2020,Apple,MacBook Air,yes,no,no,no,no,https://cellphones.com.vn/macbook-air-2020-m1-16gb-512gb.html,0,0,0,0,0
no,,,8 GPU,60,,1.29,16.1,212.4,304.1,IPS,50,macOS,2560 x 1600,,13.3,33.500.000,53,2,5.0,8,,Apple,512,SSD,,2020,Apple,MacBook Air,yes,no,no,no,no,https://cellphones.com.vn/macbook-air-2020-m1-512gb.html,0,0,0,0,2
no,,,Intel Iris Plus 645,60,,1.4,15.6,212.4,304.1,,58,macOS,2560 x 1600,,13.3,30.530.000,98,1,5.0,8,,Intel,256,SSD,,2020,Apple,MacBook Pro,yes,yes,no,no,no,https://cellphones.com.vn/macbook-pro-13-touchbar-i5-1-4ghz-256gb-2020.html,0,0,0,0,1
no,,,Intel Iris Plus 645,60,,1.4,15.6,212.4,304.1,,58,macOS,2560 x 1600,,13.3,32.530.000,17,0,,8,,Intel,512,SSD,,2020,Apple,MacBook Pro,yes,yes,no,no,no,https://cellphones.com.vn/macbook-pro-13-touchbar-i5-1-4ghz-512gb-2020.html,0,0,0,0,0
