sd_card,P/N,ram_upgradable,GPU,displ_rate,backlit_keyboard,Weight,thickness,width,length,screen_technology,Battery,OS,displ_resolution,Surface,displ_size,Price,comment_count,Rating_count,Rating,ram_size,cpu_code,cpu_brand,storage_size,storage_type,storage_extra_slot,Release_year,Brand,Series,usb_a,type_c,lan,headphone_jack,hdmi,url,1star,2star,3star,4star,5star
yes,X415EA-EB266T,yes,Intel Iris Xe,60,no,1.55,19.9,216,325.4,IPS,37,Windows 10,1920 x 1080,,14,16.690.000,30,0,,4,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb266t.html,0,0,0,0,0
yes,X415EA-EB640T,yes,Intel UHD,60,,1.6,19.9,216,325.4,IPS,37,Windows 10,1920 x 1080,,14,16.590.000,17,0,,4,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-eb640t.html,0,0,0,0,0
yes,X415EA-EK560T,yes,Intel UHD,60,,1.6,19.9,216,325.4,IPS,37,Windows 10,1920 x 1080,plastic,14,13.390.000,17,0,,4,1115G4,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek560t.html,0,0,0,0,0
yes,X415EA-EK675T,yes,Intel UHD,60,,1.55,19.9,216,325.4,IPS,37,Windows 10,1920 x 1080,plastic,14,13.290.000,46,0,,4,1115G4,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x415ea-ek675t.html,0,0,0,0,0
yes,X415MA-BV088T,yes,Intel UHD 600,60,no,1.5,21.9,246,328,,37,Windows 10,1366 x 768,,14,9.390.000,138,0,,4,N5030,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,no,no,https://cellphones.com.vn/laptop-asus-vivobook-x415ma-pentium-n5030.html,0,0,0,0,0
yes,X512JA-211,yes,Intel Iris Plus,60,,1.8,,,,IPS,37,Windows 10,1920 x 1080,,15.6,19.990.000,21,0,,8,1065G7,Intel,256,SSD,yes,,Asus,VivoBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x512ja-211.html,0,0,0,0,0
yes,X515EA-BQ1006T,yes,Intel UHD,60,,1.8,19.9,235,360,IPS,37,Windows 10,1920 x 1080,plastic,15.6,12.990.000,101,0,,4,1115G4,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-bq1006t.html,0,0,0,0,0
yes,X515EA-EJ1046T,yes,Intel Iris Xe,60,no,1.8,19.9,235,360,TN,37,Windows 10,1920 x 1080,plastic,15.6,17.590.000,66,0,,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x515ea-ej1046t.html,0,0,0,0,0
yes,X515EP-EJ006T,yes,NVIDIA GeForce MX330,60,no,1.8,19.9,235,360,,37,Windows 10,1920 x 1080,plastic,15.6,18.390.000,34,1,4.0,8,1135G7,Intel,512,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-vivobook-x515ep.html,0,0,0,1,0
no,X509MA-BR270T,,Intel UHD 600,60,,1.8,22.9,234.9,360.2,,32,Windows 10,1366 x 768,,15.6,7.290.000,13,0,,4,N4020,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-x509ma-br270t.html,0,0,0,0,0
yes,X515MA-BR481T,,Intel UHD 600,60,,1.8,19.9,235,360,,37,Windows 10,1366 x 768,,15.6,7.990.000,104,0,,4,N4020,Intel,256,SSD,,,Asus,VivoBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-x515ma-br481t.html,0,0,0,0,0
yes,UX325EA,no,Intel Iris Xe,60,yes,1.11,13.9,203,304.2,IPS,67,Windows 10,1920 x 1080,aluminum,13.3,21.690.000,57,0,,8,1135G7,Intel,256,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-13-ux325ea.html,0,0,0,0,0
yes,KI429T,no,Intel Iris Xe,60,yes,1.17,13.9,208,319,IPS,67,Windows 10,1920 x 1080,aluminum,14,23.690.000,131,3,4.666666666666667,8,1135G7,Intel,512,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki429t.html,0,0,0,1,2
yes,KI439T,no,Intel Iris Xe,60,yes,1.17,13.9,208,319,IPS,67,Windows 10,1920 x 1080,,14,29.490.000,63,0,,16,1165G7,Intel,512,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-14-ux425ea-ki439t.html,0,0,0,0,0
yes,KA166T,no,NVIDIA GeForce MX450,60,yes,1.61,16.9,222,324,IPS,70,Windows 10,1920 x 1080,aluminum,14,32.990.000,22,0,,8,1135G7,Intel,512,SSD,,,Asus,ZenBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-zenbook-duo-14-ux482eg.html,0,0,0,0,0
yes,KA099T,,Intel Iris Xe + NVIDIA GeForce MX450,60,yes,1.62,16.9,222,324,IPS,70,Windows 10,1920 x 1080,,14,,16,0,,16,1165G7,Intel,1024,SSD,,,Asus,ZenBook,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-asus-zenbook-duo-14-ux482eg-ka099t.html,0,0,0,0,0
no,HP130T,no,Intel Iris Xe,60,yes,1.3,13.9,211,305,OLED,67,Windows 10,1920 x 1080,,13.3,26.990.000,47,0,,8,1135G7,Intel,512,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-flip-13-ux363ea.html,0,0,0,0,0
yes,HL701TS,no,Intel Iris Xe,60,,1.2,13.9,211,305,OLED,67,Windows 10,1920 x 1080,,13.3,,11,0,,16,1165G7,Intel,1024,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-flip-s-13-ux371ea.html,0,0,0,0,0
yes,UX371EA-HL701TS,no,Intel Iris Xe,60,yes,1.2,13.9,211,305,OLED,,Windows 10,3840 x 2160,aluminum,13.3,40.990.000,7,0,,16,1165G7,Intel,1024,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-flip-s-ux371ea-hl701ts.html,0,0,0,0,0
yes,HP163T,no,Intel Iris Xe,60,yes,1.3,13.9,203,304.2,OLED,67,Windows 10,1920 x 1080,aluminum,13.3,32.590.000,0,0,,16,1165G7,Intel,512,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp163t.html,0,0,0,0,0
no,UX363EA-HP548T,no,Intel Iris Xe,60,yes,1.3,11.9,211,305,OLED,67,Windows 10,1920 x 1080,plastic,13.3,32.490.000,9,0,,16,1165G7,Intel,512,SSD,,,Asus,ZenBook,yes,no,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-flip-ux363ea-hp548t.html,0,0,0,0,0
yes,UX325EA-KG363T,,Intel Iris Xe,60,yes,1.14,13.9,203,304.2,OLED,,Windows 10,1920 x 1080,aluminum,13.3,23.590.000,74,0,,8,1135G7,Intel,512,SSD,no,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-ux325ea-kg363t.html,0,0,0,0,0
no,HL494TS,no,Intel Iris Xe,60,yes,1.2,13.9,211,305,OLED,67,Windows 10,3840 x 2160,plastic,13.3,39.990.000,0,0,,16,1165G7,Intel,1024,SSD,,,Asus,ZenBook,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-asus-zenbook-ux371ea-hl494ts.html,0,0,0,0,0
yes,UX482EA-KA268T,no,Intel Iris Xe,60,,1.62,16.9,222,324,IPS,70,Windows 10,1920 x 1080,,14,38.490.000,2,0,,16,1165G7,Intel,1024,SSD,,,Asus,ZenBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-zenbook-ux482ea-ka268t.html,0,0,0,0,0
yes,UX482EA-KA274T,no,Intel Iris Xe,60,,1.62,16.9,222,324,IPS,70,Windows 10,1920 x 1080,,14,31.990.000,0,0,,8,1135G7,Intel,512,SSD,,,Asus,ZenBook,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-asus-zenbook-ux482ea-ka274t.html,0,0,0,0,0
yes,,no,Intel UHD,60,yes,1.28,15.9,218,318,IPS,,Windows 10,1920 x 1080,aluminum,14,14.890.000,58,0,,8,10210U,Intel,512,SSD,,,Avita,Liber,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-avita-liber-v14.html,0,0,0,0,0
yes,,no,Intel UHD,60,yes,1.28,15.9,218,318,IPS,,Windows 10,1920 x 1080,,14,19.890.000,10,0,,8,10510U,Intel,1024,SSD,,,Avita,Liber,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-avita-liber-v14-i7-ssd-1tb.html,0,0,0,0,0
yes,NS14A8VNW561,no,AMD Radeon RX Vega 10,60,yes,1.3,17.4,218,318,IPS,,Windows 10,1920 x 1080,,14,,24,0,,8,3700U,AMD,512,SSD,,,Avita,Liber,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-avita-liber-v14-ryzen-7.html,0,0,0,0,0
yes,70223130,yes,NVIDIA GeForce GTX 1650,60,yes,2.3,21.6,254,365.5,IPS,51,Windows 10,1920 x 1080,plastic,15.6,20.890.000,87,0,,8,10300H,Intel,256,SSD,yes,,Dell,Gaming,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-gaming-g3-3500.html,0,0,0,0,0
yes,G3500B,yes,Intel UHD + NVIDIA GeForce GTX 1660Ti,120,yes,2.34,21.6,254,365.5,,68,Windows 10,1920 x 1080,,15.6,30.230.000,11,0,,16,10750H,Intel,512,SSD,,,Dell,Gaming,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-gaming-g3-3500-g3500b.html,0,0,0,0,0
no,70225484,yes,Intel UHD + NVIDIA GeForce RTX 2070 MaxQ,300,,2.65,24.5,254,365.5,IPS,68,Windows 10,1920 x 1080,,15.6,,4,0,,16,10750H,Intel,1024,SSD,yes,,Dell,Gaming,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-gaming-g5-15-5500-300hz-vga-8gb.html,0,0,0,0,0
yes,P89F003,yes,NVIDIA GeForce RTX 2060,144,,2.34,24.5,254,365.5,,68,Windows 10,1920 x 1080,,15.6,,20,0,,16,10750H,Intel,512,SSD,,,Dell,Gaming,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-gaming-g5-15-5500-ram-16gb-ssd-1tb-144hz.html,0,0,0,0,0
yes,,,NVIDIA GeForce GTX 1650,120,yes,2.65,,,,VA,56,Windows 10,1920 x 1080,plastic,15.6,22.990.000,17,0,,8,10500H,Intel,256,SSD,,,Dell,Gaming,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-gaming-g5-5510.html,0,0,0,0,0
yes,,,NVIDIA GeForce RTX 3050,120,yes,2.65,,,,VA,56,Windows 10,1920 x 1080,plastic,15.6,24.990.000,17,0,,8,10500H,Intel,512,SSD,,,Dell,Gaming,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-gaming-g5-5510-512gb.html,0,0,0,0,0
no,TYCJN1,yes,NVIDIA GeForce MX330,60,,1.65,17.94,221.9,322.5,VA,40,Windows 10,1920 x 1080,,14,29.590.000,14,0,,8,1165G7,Intel,512,SSD,,,Dell,Inspiron,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-14-5406-tycjn1.html,0,0,0,0,0
yes,J42F81,yes,Intel Iris Xe + NVIDIA GeForce MX350,60,,1.46,19.2,215.6,323.4,IPS,54,Windows 10,1920 x 1080,,14,28.990.000,20,0,,16,1165G7,Intel,512,SSD,,,Dell,Inspiron,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-14-5410-j42f81.html,0,0,0,0,0
no,P143G001ASL,yes,Intel Iris Xe,60,,1.49,,,,VA,54,Windows 10,1920 x 1080,,14,,0,0,,8,11320H,Intel,512,SSD,,,Dell,Inspiron,no,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-14-5410-p143g001asl.html,0,0,0,0,0
yes,,,Intel UHD 605,60,no,1.77,19.9,249,363.96,IPS,42,Windows 10,1366 x 768,plastic,15.6,9.990.000,95,0,,4,N5030,Intel,128,SSD,,,Dell,Inspiron,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-15-3502-pent.html,0,0,0,0,0
yes,Y1N1T5,yes,AMD Radeon,60,,1.83,19.9,249,363.96,,42,Windows 10,1920 x 1080,plastic,15.6,19.990.000,4,0,,8,3500U,AMD,512,SSD,,,Dell,Inspiron,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-15-3505-y1n1t5.html,0,0,0,0,0
yes,26F1K,,Intel UHD,60,yes,1.83,,,,VA,,Windows 10,1920 x 1080,plastic,15.6,15.290.000,14,0,,8,1115G4,Intel,128,SSD,,,Dell,Inspiron,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3501-26f1k.html,0,0,0,0,0
yes,5081BLK,yes,Intel Iris Xe,60,no,1.96,,,,IPS,,Windows 10,1920 x 1080,plastic,15.6,18.490.000,120,2,5.0,12,1135G7,Intel,256,SSD,,,Dell,Inspiron,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3501-5081blk.html,0,0,0,0,2
yes,5580BLK,yes,Intel UHD,60,no,1.96,18,249,364,,42,Windows 10,1920 x 1080,plastic,15.6,18.890.000,67,0,,12,1035G1,Intel,256,SSD,,,Dell,Inspiron,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3501-5580blk.html,0,0,0,0,0
,5G8TF,,,60,,2,14.7,200,210,,,Windows 10,,,15.6,13.990.000,23,0,,4,1115G4,Intel,128,SSD,,,Dell,Inspiron,,,,,,https://cellphones.com.vn/laptop-dell-inspiron-3501-5g8tf.html,0,0,0,0,0
yes,N3501C,yes,Intel UHD,60,,1.91,18,249,363.96,IPS,42,Windows 10,1920 x 1080,,15.6,14.650.000,25,0,,4,1115G4,Intel,256,SSD,,,Dell,Inspiron,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3501-i3-1115g4.html,0,0,0,0,0
yes,NK5CK,yes,Intel UHD,60,,1.9,26,267,381,,,Windows 10,1920 x 1080,plastic,15.6,14.990.000,20,0,,8,1115G4,Intel,1024,HDD,yes,,Dell,Inspiron,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3501-nk5ck.html,0,0,0,0,0
yes,I3505-A542BLK,yes,AMD Radeon RX Vega 8,60,no,1.83,18,248.9,363.9,IPS,,Windows 10,1920 x 1080,plastic,15.6,16.990.000,26,0,,8,3450U,AMD,256,SSD,,,Dell,Inspiron,yes,no,yes,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-3505-i3505-a542blk.html,0,0,0,0,0
yes,P121G002ASL,no,Intel Iris Xe + NVIDIA GeForce MX350,60,yes,1.23,,,,VA,40,Windows 10,1920 x 1080,plastic,13.3,23.490.000,4,0,,8,1135G7,Intel,512,SSD,,,Dell,Inspiron,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-5301-p121g002asl.html,0,0,0,0,0
no,70262929,,AMD Radeon,60,,1.442,17.02,212.8,321.27,VA,54,Windows 10,1920 x 1080,,14,19.490.000,4,0,,8,5500U,AMD,256,SSD,,,Dell,Inspiron,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-dell-inspiron-5415-70262929.html,0,0,0,0,0
yes,1XR11,yes,Intel Iris Xe,60,,1.65,14.15,234.5,356.1,,53,Windows 10,1920 x 1080,,15.6,21.390.000,33,0,,8,1135G7,Intel,512,SSD,,,Dell,Inspiron,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-dell-inspiron-5502-1xgr11.html,0,0,0,0,0
yes,N5402A,yes,Intel Iris Xe,60,,1.4,16.74,216.15,321.3,VA,53,Windows 10,1920 x 1080,,14,,3,0,,8,1135G7,Intel,512,SSD,yes,,Dell,Inspiron,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-inspiron-n5402a.html,0,0,0,0,0
yes,70251592,yes,Intel UHD,60,yes,1.79,18.06,240.9,360,,41,FreeOS,1920 x 1080,plastic,15.6,18.990.000,4,0,,4,1135G7,Intel,256,SSD,,,Dell,Latitude,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-dell-latitude-3520-70251592.html,0,0,0,0,0
no,70251594,yes,Intel Iris Xe,60,,1.79,18.06,240.9,360,VA,41,FreeOS,1920 x 1080,,15.6,19.990.000,4,0,,8,1135G7,Intel,256,SSD,,,Dell,Latitude,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-latitude-3520-70251594.html,0,0,0,0,0
yes,70251603,yes,Intel UHD,60,no,1.79,18.06,240.9,360,,41,FreeOS,1366 x 768,plastic,15.6,14.990.000,87,0,,4,1115G4,Intel,256,SSD,,,Dell,Latitude,yes,yes,yes,no,no,https://cellphones.com.vn/laptop-dell-latitude-3520-70251603.html,0,0,0,0,0
yes,70251602,,Intel UHD,60,,1.4,20.9,212,321.35,,63,Windows 10,1920 x 1080,plastic,14,,14,0,,8,1145G7,Intel,256,SSD,,,Dell,Latitude,yes,no,no,no,no,https://cellphones.com.vn/laptop-dell-latitude-5420-70251602.html,0,0,0,0,0
no,7G3982,yes,NVIDIA GeForce MX330,60,,1.78,19,249,363.96,,42,Windows 10,1920 x 1080,,15.6,23.990.000,27,0,,8,1165G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-15-3500-7g3982.html,0,0,0,0,0
yes,7T2YC1,yes,Intel Iris Xe,60,,1.7,18.9,235.56,358.5,VA,42,Windows 10,1920 x 1080,plastic,15.6,21.290.000,6,0,,8,1135G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-15-3510-7t2yc1.html,0,0,0,0,0
yes,70234073,yes,Intel Iris Xe,60,,1.64,18.1,239.5,328.7,VA,42,Windows 10,1920 x 1080,plastic,14,18.590.000,39,0,,8,1135G7,Intel,256,SSD,,,Dell,Vostro,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3400-70234073.html,0,0,0,0,0
yes,70235020,yes,Intel Iris Xe,60,,1.64,19.9,239.5,328.7,VA,42,Windows 10,1920 x 1080,,14,15.890.000,12,0,,8,1115G4,Intel,256,SSD,,,Dell,Vostro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-vostro-3400-70235020.html,0,0,0,0,0
yes,70253899,yes,Intel UHD,60,no,1.64,19.9,239.5,328.7,VA,42,Windows 10,1920 x 1080,plastic,14,15.390.000,3,0,,8,1115G4,Intel,256,SSD,yes,,Dell,Vostro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3400-70253899.html,0,0,0,0,0
yes,70227396,,AMD Radeon RX Vega 10,60,,1.59,18.1,239.5,328.7,,42,Windows 10,1920 x 1080,,14,,15,0,,8,3700U,AMD,512,SSD,,,Dell,Vostro,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3405.html,0,0,0,0,0
yes,V4R53500U003W,,AMD Radeon,60,,1.6,19.9,239,328,,45,Windows 10,1920 x 1080,,14,17.990.000,90,3,5.0,8,3500U,AMD,512,SSD,,,Dell,Vostro,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5.html,0,0,0,0,3
yes,V4R53500U001W,yes,AMD Radeon,60,no,1.64,19.9,239,328,VA,45,Windows 10,1920 x 1080,plastic,14,15.690.000,25,0,,4,3500U,AMD,256,SSD,,,Dell,Vostro,yes,no,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3405-ryzen-5-ram-4gb-ssd-256gb.html,0,0,0,0,0
yes,P112F002ABL,no,NVIDIA GeForce MX350,60,,1.78,,,,,,Windows 10,,plastic,15.6,22.490.000,13,0,,8,1135G7,Intel,512,SSD,,,Dell,Vostro,,,,,,https://cellphones.com.vn/laptop-dell-vostro-3500-p112f002abl.html,0,0,0,0,0
yes,P90F006CBL,no,NVIDIA GeForce MX330,60,,1.78,19.9,249,363.96,VA,42,Windows 10,1920 x 1080,plastic,15.6,20.990.000,8,0,,8,1135G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-vostro-3500-p90f006cbl.html,0,0,0,0,0
yes,V5I3001W,yes,Intel UHD,60,,1.78,26,267,381,VA,42,Windows 10,1920 x 1080,plastic,15.6,15.190.000,26,0,,8,1115G4,Intel,256,SSD,,,Dell,Vostro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-3500-v5i3001w.html,0,0,0,0,0
no,V3I7129W,no,NVIDIA GeForce MX350,60,yes,1.06,15.9,204,306,,42,Windows 10,1920 x 1080,,13.3,,12,0,,8,1165G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-5301.html,0,0,0,0,0
no,C4VV92,,Intel Iris Xe,60,,1.06,15.95,204,365,,40,Windows 10,1920 x 1080,,13.3,22.190.000,12,0,,8,1135G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-vostro-5301-i5.html,0,0,0,0,0
yes,C4VV91,no,Intel Iris Xe,60,,1.06,15.95,204,365,,40,Windows 10,1920 x 1080,,13.3,,10,0,,8,1135G7,Intel,256,SSD,,,Dell,Vostro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-vostro-5301-i5-ssd-256gb.html,0,0,0,0,0
yes,V5402A,yes,NVIDIA GeForce MX330,60,,1.41,17.9,216.2,321.3,,40,Windows 10,1920 x 1080,plastic,14,21.790.000,11,0,,8,1135G7,Intel,256,SSD,,,Dell,Vostro,yes,yes,yes,no,yes,https://cellphones.com.vn/laptop-dell-vostro-5402-v5402a.html,0,0,0,0,0
no,V5502A,,NVIDIA GeForce MX330,60,,1.64,,,,,40,Windows 10,1920 x 1080,,15.6,26.490.000,26,0,,16,1165G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-5502.html,0,0,0,0,0
yes,NT0X01,yes,NVIDIA GeForce MX330,60,yes,1.64,14.5,234,365,,40,Windows 10,1920 x 1080,plastic,15.6,22.590.000,42,0,,8,1135G7,Intel,512,SSD,,,Dell,Vostro,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-dell-vostro-5502-nt0x01.html,0,0,0,0,0
yes,70253901,yes,Intel Iris Xe,60,yes,1.63,17.99,228.9,356.06,VA,54,Windows 10,1920 x 1080,plastic,15.6,21.990.000,19,0,,8,11300H,Intel,512,SSD,,,Dell,Vostro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-dell-vostro-5510-70253901.html,0,0,0,0,0
no,NH.QBMSV.005,yes,NVIDIA GeForce GTX 1650 + AMD Radeon,60,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,21.990.000,158,0,,8,5600H,AMD,512,SSD,yes,,Acer,Gaming Nitro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45.html,0,0,0,0,0
no,NH.QBCSV.001,yes,NVIDIA GeForce RTX 3060,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,,15.6,30.690.000,57,1,5.0,8,5800H,AMD,512,SSD,,,Acer,Gaming Nitro,yes,yes,yes,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-45-ryzen-7-vga-rtx-3060.html,0,0,0,0,1
yes,NH.QBZSV.001,yes,NVIDIA GeForce GTX 1650,144,yes,2.45,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,,15.6,24.900.000,66,1,5.0,8,11370H,Intel,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-56.html,0,0,0,0,1
yes,NH.QD8SV.002,yes,NVIDIA GeForce RTX 3050,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,24.390.000,96,0,,8,11400H,Intel,512,SSD,yes,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-51g6.html,0,0,0,0,0
yes,NH.QD9SV.002,yes,NVIDIA GeForce RTX 3050Ti,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,,2,0,,8,11400H,Intel,512,SSD,yes,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-57mx.html,0,0,0,0,0
yes,NH.QDGSV.003,yes,NVIDIA GeForce RTX 3060,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,,3,0,,8,11400H,Intel,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-5831.html,0,0,0,0,0
yes,NH.QD9SV.001,yes,NVIDIA GeForce RTX 3050Ti,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,27.390.000,44,0,,8,11800H,Intel,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-74nu.html,0,0,0,0,0
yes,NH.QD8SV.001,yes,NVIDIA GeForce RTX 3050,144,yes,2.2,23.9,255,363.4,IPS,57,Windows 10,1920 x 1080,plastic,15.6,26.230.000,77,0,,8,11800H,Intel,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-57-74rd.html,0,0,0,0,0
no,NH.QBZSV.002,yes,NVIDIA GeForce GTX 1650,144,,2.45,,,,IPS,48,Windows 10,1920 x 1080,,15.6,,171,2,5.0,8,11300H,Intel,512,SSD,yes,,Acer,Gaming Nitro,yes,yes,no,no,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-i5-11300h-vga-gtx1650.html,0,0,0,0,2
yes,NH.QBNSV.004,yes,NVIDIA GeForce GTX 1650,144,,2.2,23.9,255,363.4,,57,Windows 10,1920 x 1080,,15.6,,45,0,,8,10750H,Intel,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-i7-vga-4gb-gtx1650ti.html,0,0,0,0,0
yes,NH.Q9MSV.003,yes,NVIDIA GeForce GTX 1650,144,,2.2,23.9,255,363.4,,57,Windows 10,1920 x 1080,,15.6,,224,1,5.0,8,4600H,AMD,512,SSD,,,Acer,Gaming Nitro,yes,yes,no,yes,yes,https://cellphones.com.vn/laptop-gaming-acer-nitro-5-an515-ryzen-5.html,0,0,0,0,1
